probeName	GSM534579	GSM534580	GSM534581	GSM534582	GSM534583	GSM534584	GSM534585	GSM534586	GSM534587	GSM534588	GSM534589	GSM534590	GSM534591	GSM534592	GSM534593	GSM534594	GSM534595	GSM534596	GSM534597	GSM534598	GSM534599	GSM534600	GSM534601	GSM534602	GSM534603	GSM534604	GSM534605	GSM534606	GSM534607	GSM534608	GSM534609	GSM534610	GSM534611	GSM534612	GSM534613	GSM534614	GSM534615	GSM534616	GSM534617	GSM534618	GSM534619	GSM534620	GSM534621	GSM534622	GSM534623	GSM534624	GSM534625	GSM534626	GSM534627	GSM534628	GSM534629	GSM534630	GSM534631	GSM534632	GSM534633	GSM534634	GSM534635	GSM534636	GSM534637	GSM534638	GSM534639	GSM534640	GSM534641	GSM534642	GSM534643	GSM534644	GSM534645	GSM534646	GSM534647	GSM534648	GSM534649	GSM534650	GSM534651	GSM534652	GSM534653	GSM534654	GSM534655	GSM534656	GSM534657	GSM534658	GSM534659	GSM534660	GSM534661	GSM534662	GSM534663	GSM534664	GSM534665	GSM534666	GSM534667	GSM534668	GSM534669	GSM534670	GSM534671	GSM534672	GSM534673	GSM534674	GSM534675	GSM534676	GSM534677	GSM534678	GSM534679	GSM534680	GSM534681	GSM534682	GSM534683	GSM534685	GSM534686	GSM534687	GSM534688	GSM534689	GSM534690	GSM534691	GSM534692	GSM534693	GSM534694	GSM534695	GSM534696	GSM534697	GSM534698	GSM534699	GSM534700	GSM534701	GSM534702	GSM534703	GSM534704	GSM534705	GSM534706	GSM534707	GSM534708	GSM534709	GSM534710	GSM534711	GSM534712	GSM534713	GSM534714	GSM534715	GSM534716	GSM534717	GSM534718	GSM534719	GSM534720	GSM534721	GSM534722
LOC_Os05g47780.1	-5.3800297	-7.0669055	-6.237232	-4.0884466	-5.8404737	-5.241558	-4.7204137	-6.7208967	-6.1065073	-4.342902	-5.8232374	-5.290763	-7.940771	-8.027624	-7.9902506	-6.586574	-5.793381	-5.9071937	-7.127771	-7.561046	-5.973449	-6.737962	-6.151526	-5.9091268	-5.7448936	-5.564316	-6.7625084	-6.3457966	-6.735196	-5.104803	-3.4504738	-5.1552796	-5.0462446	-3.9679565	-5.4618187	-4.8576193	-5.3885674	-4.6719675	-4.6060605	-4.2731395	-4.829211	-4.7066746	-5.7411113	-5.840068	-5.492011	-4.50211	-5.076347	-5.1205893	-4.9014535	-5.0657797	-4.6694956	-6.1872826	-6.015768	-4.05724	-3.0664492	-5.0149527	-4.6910324	-5.2798195	-5.402273	-4.534528	-5.6224966	-5.345225	-4.8355412	-5.2034783	-5.4200892	-5.3407354	-5.1261153	-5.737407	-5.6380916	-3.935635	-5.4450245	-5.011283	-4.9806623	-5.6898103	-6.1088657	-5.7558155	-4.8385816	-6.1306934	-5.7964597	-4.880815	-5.151441	-5.402829	-4.886176	-4.9425254	-6.4861617	-5.0585012	-4.7952266	-6.5936527	-4.537805	-5.69418	-5.6041746	-5.136742	-5.667415	-4.947604	-5.4535575	-7.1044965	-7.392344	-6.440295	-6.850904	-6.752117	-6.38685	-4.3925977	-4.4839606	-6.23161	-6.507636	-5.9362245	-5.548737	-6.7790294	-6.1106954	-5.379338	-6.384399	-6.0382433	-5.6175675	-5.404266	-4.3338795	-3.5617237	-5.809127	-7.3340406	-7.1367054	-7.9362206	-6.6851354	-7.935664	-5.054586	-5.149765	-5.3995647	-5.0011334	-5.0260324	-5.03774	-5.437564	-5.2177973	-4.994779	-5.747159	-6.218672	-5.696602	-5.155415	-6.285177	-5.7598295	-4.969042	-4.772154	-4.880727	-4.4328475	-4.7889867	-4.7503996
LOC_Os05g45350.2	0.18357086	0.11041546	0.117936134	-1.1065865	-1.1690636	-1.3664618	0.2466774	-0.22097301	-0.37254715	-1.7630816	-2.1701527	-2.203434	0.9646349	0.91188717	0.74824715	-1.7718878	-1.5132084	-1.7498226	-2.1853714	-0.8453922	-1.5691719	-4.17118	-4.264761	-4.1758304	-0.28453398	-1.1183062	-1.4455519	-1.76861	-2.9439297	-2.6641803	-4.4110107	-4.619891	-4.176343	-4.6806574	-4.656512	-4.993928	-3.895893	-4.14601	-3.9694705	-3.5781913	-3.9588552	-3.987277	-4.014204	-4.820702	-4.9680324	-6.3302193	-5.594827	-6.3599253	-4.081868	-4.236678	-3.1789322	-2.5882845	-5.552449	-5.4910326	-3.5253267	-3.6735349	-3.9614668	-3.5340118	-3.5872145	-3.8516855	-3.9181004	-3.8744402	-4.052412	-4.2627487	-5.277175	-6.1372676	-6.619723	-5.2128468	-7.2256794	-6.221242	-4.6382422	-3.8042216	-2.742031	-3.8419409	-3.7905893	-4.0955844	-4.0835543	-4.6509438	-4.806084	-5.8017745	-4.7332964	-4.8153253	-5.7333417	-5.362508	-5.2653975	-4.835975	-5.2246985	-5.7298555	-5.3119993	-6.141868	-5.377345	-6.6618657	-5.615428	-5.7652645	-6.867111	-2.141549	-2.8518915	-3.17585	-2.9773579	-1.6719208	-3.0213046	-3.2106771	-2.7262602	-3.3115268	-6.1359534	-5.5165653	-5.37731	-6.0366106	-5.931051	-6.051552	-4.612361	-4.909113	-5.5540214	-2.9236822	-3.628459	-4.6318684	-3.2923994	-3.348567	-3.2702932	-3.282549	-3.3456316	-3.0599356	-3.696722	-3.8511972	-3.5940409	-2.7854729	-3.1483383	-2.747734	-3.9457521	-4.486659	-4.568661	-3.5976672	-4.105555	-3.4212518	-2.7345786	-2.8582172	-2.7389555	-3.439268	-4.0532217	-4.3131	-4.326344	-4.9423747	-4.7556276
LOC_Os03g11760.1	-8.6551895	-9.14383	-7.01347	-9.269286	-9.049592	-7.6761575	-8.570747	-8.607202	-8.434256	-8.934164	-10.029678	-7.501831	-8.072403	-9.21502	-8.058033	-8.271237	-9.901588	-8.675724	-8.652813	-8.728731	-8.38804	-8.460211	-8.433579	-9.392029	-5.368562	-5.6995325	-6.882866	-9.081397	-9.211261	-7.301118	-7.82672	-8.200329	-9.123194	-7.697614	-6.545332	-8.425894	-6.5677586	-8.385853	-8.632692	-8.259947	-8.235222	-9.248262	-9.002596	-8.624118	-8.156638	-9.711163	-8.238338	-8.805155	-9.377583	-9.705202	-8.157783	-7.615174	-8.083794	-8.780315	-9.100692	-9.199777	-8.114323	-9.389026	-9.442328	-8.017604	-8.664475	-9.014617	-7.931117	-9.476187	-8.685412	-0.15023518	0.55138874	0.8389559	-5.455576	-6.5815263	-6.9061284	-8.685513	-8.649504	-7.6012	-8.099946	-8.118413	-9.273247	-8.474393	-9.183161	-8.453476	-9.485497	-8.988314	-8.88269	-8.019403	-8.520204	-7.8366165	-7.016816	-8.490721	-7.456256	-8.476019	-8.631359	-9.25565	-10.145193	-8.2878685	-8.583033	-9.558695	-9.093798	-9.269509	-8.5162525	-9.014981	-8.1842575	-8.932919	-8.6710615	-7.856505	-8.267726	-9.733924	-8.9507	-9.082575	-8.876172	-9.510979	-7.924357	-9.114592	-9.585674	-9.10387	-9.001342	-8.602175	-9.599546	-8.565113	-9.059092	-8.340902	-7.646837	-8.646811	-9.059196	-8.499996	-8.046402	-5.130339	-8.488045	-8.326866	-7.954256	-7.610975	-7.758378	-8.033955	-8.29521	-8.267006	-7.6927447	-7.8032227	-8.119919	-5.415209	-5.5611734	-6.972187	-6.9637556	-8.042549	-7.7200923
LOC_Os12g05260.1	0.7210684	0.9498005	1.271596	0.39221573	-0.0536623	0.04792595	-0.61951256	-1.9033146	-0.720232	-2.1801586	-2.1388865	-1.8463974	0.32129574	0.18436718	-0.043839455	-0.15854168	-0.90740585	0.4664154	0.9490061	0.17687988	0.45452118	1.0777559	1.0238924	0.9926014	-1.0241866	-0.80808544	-0.61707735	-0.3983822	-1.1673365	-0.16917896	0.96141624	1.08113	1.3181677	1.2916555	1.1489611	1.4557896	1.1914749	1.1032209	1.4190769	1.4038792	0.81166553	0.19786835	2.8802137	1.873786	1.9897223	1.7897091	2.6789217	1.2172079	0.53765106	0.75245285	1.0751963	1.3607244	0.42281628	1.2628765	1.9715309	2.261675	2.4591875	2.8032427	2.8556328	3.0101404	3.1884737	2.8062906	3.067999	0.8904581	0.17535782	0.56524277	0.61744213	0.7807827	0.5384407	-0.06289196	0.3504076	-1.5462608	-4.7436757	-0.11036873	1.0681028	0.85100937	1.5104132	0.99405	1.1327257	2.0699644	1.3196754	1.908	1.9889946	2.7002277	2.1230536	2.1012487	2.7931814	2.5064354	1.7289085	3.6377668	2.1926823	2.1187048	2.6977024	2.5620508	2.3258934	0.06430626	2.1744204	2.2197056	2.035676	-0.20729256	2.2811604	2.7369995	2.3834372	2.5821342	2.695839	2.660658	3.0524883	3.099576	3.0722446	3.037694	2.7719555	3.020094	3.3644667	0.4272051	0.24296093	0.2256279	1.1311045	1.0740557	1.1143408	1.4084883	1.7881165	1.9326315	1.5435724	1.5481663	1.4893732	1.1298237	1.1519136	1.0602493	4.013459	3.8182497	3.5262518	4.195426	4.803092	4.117383	3.011732	3.5366602	2.9598846	2.4236708	3.5296392	2.785777	0.3710947	0.50140953	0.5620394
LOC_Os11g12040.1	-2.3794155	-2.4094248	-3.0337057	-2.7146606	-1.9318752	-3.2369232	-1.2077112	-0.68210983	-0.613801	0.4979458	0.62067413	-0.21104336	-1.4186745	-2.2555838	-2.6812353	-2.1617708	-1.08494	-3.4340243	-2.1607323	-0.31805325	-0.793602	-1.5437679	-2.8187418	-1.9705772	-1.9280434	-1.7583804	-2.1906128	-1.1143923	-1.1117182	-3.0762033	-1.1732845	-1.195118	-0.6224375	-0.8739672	-1.4558172	-1.0951786	-0.84412	-0.9424629	-0.45945358	-1.360405	-1.5595188	-0.58924675	-7.4989166	-7.061048	-7.760415	-2.0635996	-7.9899883	-8.634201	-4.9903913	-3.4270859	-7.0561247	-4.4335427	-5.4268937	-4.6769423	-7.6753325	-7.2356544	-7.9873805	-7.1211743	-8.88005	-7.306591	-5.363116	-4.479086	-6.784379	-6.3456573	-5.7799244	-5.146547	-6.247936	-5.4802237	-7.1475453	-7.16127	-2.3915958	-7.1200614	-7.385713	-4.37927	-6.1907325	-5.3290296	-6.3271317	-6.583145	-6.1582465	-6.483079	-5.5500064	-4.4877653	-6.2427483	-4.1041174	-7.2351522	-1.4417048	-5.3122754	-6.290704	-0.9660716	-7.605636	-2.8425703	-2.6759377	-2.8356571	-6.908566	-3.084539	-2.3048344	-3.2923336	-3.4157772	-2.637929	-2.2040281	-3.3732786	-1.6718721	-1.389039	-3.589137	-5.6426477	-5.518107	-4.827576	-3.942751	-4.5357623	-4.710693	-3.2089815	-2.6443539	-2.819049	-9.324139	-8.182054	-8.071054	-6.761452	-7.343032	-6.688309	-5.0309367	-5.1940084	-4.88919	-6.1641426	-4.7869444	-4.665563	-4.9776063	-7.3705125	-6.10333	-2.6142669	-2.8227196	-3.6596074	-7.464618	-4.718199	-5.589715	-7.571765	-7.6651645	-7.984786	-4.292311	-6.8991404	-6.2237387	-3.9940453	-4.7761936	-4.007169
LOC_Os02g56000.2	1.4573793	1.5473547	1.5063896	1.7964602	2.0241194	2.0460224	1.6713305	1.6369381	1.6174908	1.4096518	1.3977928	1.3748989	1.9172449	1.8676128	1.9058323	1.7820616	1.8797302	1.8100929	1.582509	1.5216799	1.5038643	1.5816202	1.5479431	1.6903057	2.0164595	1.7792387	1.7538223	0.78515625	1.0044355	1.5794649	1.8787289	2.0189981	2.1530895	1.8937006	1.9477596	2.0217676	2.0257254	1.6306448	1.984108	1.1123219	1.6975918	1.8341522	2.0965662	2.040635	2.1523743	1.1405611	1.6759396	1.3157167	1.9012346	1.9286013	1.7080755	1.1249895	1.5501585	1.3512354	1.7839842	2.1251822	1.7482576	2.198388	2.015729	1.9333954	2.0522757	1.9550095	1.682992	1.8467379	1.9246845	2.5736675	2.6400938	2.5327969	2.9168682	2.609417	2.3907366	1.7991819	1.5843058	2.5298662	2.0411253	1.7710285	1.5510864	1.6799726	1.4672918	1.9469872	1.5939035	1.5274811	1.8865538	1.5908003	2.0916557	1.963192	1.6319647	2.273387	1.8049564	1.8299007	1.5291071	1.1649389	1.488203	1.8552599	1.2681313	1.6801567	2.033516	1.6480227	1.9577475	1.5771713	1.819643	2.3757238	2.465457	2.3146544	2.6373482	2.5175667	2.197795	2.7785158	2.832345	2.5562487	2.377059	2.330226	2.1747923	1.9121752	1.770731	1.7478638	1.7306299	1.6844282	1.751975	2.269538	1.7873363	1.7404623	1.7808208	1.7715139	1.6557369	1.4829388	1.4471941	1.5045242	2.416438	2.513363	2.5659103	2.0935879	2.2421255	2.2018566	2.101717	2.2002125	2.234064	2.476447	2.2816095	2.3517437	2.112136	2.2780313	2.2005482
LOC_Os01g52864.4	-1.9718981	-2.0591936	-2.418075	-1.5582342	-1.6068678	-1.7228069	-1.6680136	-1.7511606	-1.7828102	-0.70900345	-0.92465687	-0.9437294	-1.4510441	-1.8477154	-2.1372433	-1.1033287	-1.1569519	-1.5190058	-1.2859907	-1.4178219	-1.2691011	-1.0587234	-1.0373697	-1.189745	-1.0417199	-0.72649336	-1.0506077	-0.2785263	-1.0487318	-0.9766412	-1.2064714	-1.4130058	-1.3638754	-1.3368206	-1.4496098	-1.1401224	-1.4168215	-1.5034027	-1.4081354	-0.82477	-1.2124252	-1.3893309	-1.2946167	-1.4803972	-1.568964	-1.0154114	-1.4141836	-1.1678467	-0.73184204	-0.5916014	-0.5938225	-0.64661217	-0.97031116	-0.91169834	-2.1303902	-2.1036978	-1.9094286	-1.9369774	-1.6724253	-1.9748011	-1.4271231	-1.9503565	-1.9079018	-1.3309937	-1.5523787	-1.560319	-1.4980822	-1.8853712	-2.0366907	-1.4799623	-1.6057568	-2.6495914	-2.1347694	-2.5544329	-1.5306044	-1.6620073	-1.6022835	-1.743598	-2.0447674	-1.2107716	-2.3091211	-2.4195461	-1.4017191	-1.1969786	-1.5428658	-1.1919928	-1.284606	-1.3884306	-1.489716	-1.8122902	-1.6646585	-1.6121826	-1.5453863	-1.8552208	-1.602848	-1.1654215	-1.0422573	-1.0394058	-0.8902769	-0.3115301	-0.7780247	-1.0986128	-1.026329	-1.3125839	-1.0810843	-1.3072691	-1.2029142	-1.5565004	-1.7280178	-1.7204494	-1.6404457	-1.728898	-1.4699526	-1.0437851	-1.2070055	-1.0460768	-1.3259163	-1.4320393	-1.3019266	-0.99886894	-1.9343634	-2.1743736	-2.8785887	-2.617344	-2.6939878	-2.9292283	-2.959159	-2.7119865	-1.3045387	-1.3081398	-1.2301092	-1.6152439	-1.4836321	-1.5203485	-1.5044985	-1.3138447	-1.4543905	-2.5498805	-2.5290198	-2.8479934	-2.936008	-3.1434917	-3.380672
LOC_Os01g16180.4	0.9931059	1.1478767	0.61053944	0.9923992	0.9988241	1.16255	0.8176155	0.9719105	1.0689421	1.1509552	1.1582394	0.7306347	1.141859	0.86216545	0.87931824	0.8067274	0.98978996	1.0537596	0.20202255	0.36370754	0.4731512	0.72719383	0.85343075	1.0588417	0.4523306	0.026781559	0.18140125	-0.22311974	0.22175407	0.5579834	0.39628696	0.2270174	0.4460945	0.4508438	0.14852428	0.4928465	0.40728283	0.43687725	0.24579144	0.51566696	0.56734276	0.4662571	1.3874207	0.6312609	0.7086897	0.6574259	1.015212	0.8154621	1.3600168	1.0804214	1.787756	0.35268688	0.8460474	1.2343206	1.9604521	2.1311493	2.0491152	1.9273701	1.7289753	1.8706741	1.6790562	1.9652214	2.0000763	1.7214651	1.9112577	1.5664864	1.751503	1.8086643	1.4771938	1.1438456	1.4768152	1.540309	1.7019291	1.6502438	1.9268188	1.8696012	2.0383053	2.0833292	1.956069	1.8890057	1.3709803	1.5087776	1.82829	1.6497192	1.7813263	1.758378	1.7551975	1.7154589	1.6769485	1.2458773	1.1988506	1.3300762	1.0298109	1.1403952	1.3710318	0.9641237	0.5032902	0.6323967	0.62209797	0.97806454	0.6584625	1.7188425	1.5071392	1.6586437	1.5743532	1.5267878	1.4853582	1.4442062	1.262702	1.3635321	0.90436554	0.93591976	1.116231	1.0748177	1.1817179	1.2274761	1.4285231	1.2321081	1.234931	1.6630993	1.2351494	1.3068495	2.0908642	2.067421	2.1806898	2.2687178	2.2606554	2.2280378	0.22134876	0.07464409	0.07626724	0.6163845	0.38235188	0.30067062	0.41543007	0.16968155	0.22610188	0.8711405	0.52708054	0.7724676	1.5426378	1.6416225	1.6609383
LOC_Os05g07764.2	-5.7174983	-5.526672	-4.4050803	-6.6619387	-6.7396774	-5.753235	-8.582915	-8.901854	-7.2986565	-8.076453	-7.4907217	-7.2904654	-7.984455	-7.6286583	-7.04736	-7.070431	-6.9684315	-5.6992116	-2.965438	-3.8483276	-3.1992474	-3.0933485	-2.9194412	-1.988409	-6.747634	-5.6144857	-6.8113165	-8.00238	-7.2322216	-7.225989	-3.4992409	-3.3922033	-2.617404	-3.3771505	-3.06493	-3.2730474	-3.824244	-3.8481603	-3.6928625	-4.657769	-3.9249306	-3.9809747	-1.4144831	-1.2225323	-0.59196854	-4.7171874	-1.0955276	-4.5481925	-3.854991	-4.5335755	-4.5954494	-6.9084315	-4.514297	-6.0055985	-2.0640402	-2.4341764	-1.8590698	-1.1768951	-1.6834583	-0.9219084	-1.5877409	-1.1269846	-1.6442404	-6.477381	-5.2500415	-4.6501017	-4.39634	-4.4808884	-5.2093325	-6.049452	-4.6813164	-6.905455	-6.0583277	-6.8395157	-2.0048685	-1.9944782	-2.6343641	-2.4399576	-3.1743326	-1.6820517	-2.4913187	-3.224533	-1.7153959	-4.182737	-0.8208647	-2.1829357	-4.2459245	-1.1034508	-2.832179	-1.2936993	-2.452526	-1.764575	-3.2097588	-1.2223597	-2.395258	-8.740403	-7.374401	-4.9483256	-7.7697105	-8.68236	-5.8861065	-4.0492926	-4.4309525	-3.6260743	-3.8847847	-3.9644794	-3.8784757	-6.142091	-5.897633	-5.76685	-6.023921	-5.507374	-5.3175287	-4.810787	-5.565265	-5.911473	-4.183886	-4.959349	-5.2023463	-4.506226	-4.2699666	-3.738552	-3.946384	-4.149289	-4.10923	-5.04144	-4.7270203	-4.9360833	-5.9366903	-5.5469513	-5.838412	-6.3602753	-6.2522936	-6.2857537	-7.5117283	-7.71756	-7.258866	-6.8313456	-6.9338818	-7.1925373	-7.123436	-8.005288	-7.8575907
LOC_Os09g02214.3	3.415842	3.1036615	2.6460047	3.3460903	3.06888	3.0422382	2.1412506	2.0621471	2.0904646	1.9935541	1.6615019	1.1965294	2.1343756	1.9294624	2.0155916	1.95963	2.2819395	2.0540714	0.8590393	1.2500925	1.3902807	0.63078403	1.0339928	1.0594387	0.28239918	0.246984	-0.018241882	-0.53342533	-0.15128422	-0.008852005	-0.8010416	-1.1967468	-1.4439211	-0.75410557	-1.4216518	-1.4039288	-1.3960028	-1.1021719	-1.211113	-1.248251	-1.1509657	-0.9345436	0.59676933	0.21630478	0.07060146	0.22228622	0.01618576	0.21086025	0.45477867	0.5118494	0.9059582	-0.38425827	0.7456188	0.22709179	0.5571146	0.46512413	0.4804716	0.087786674	0.3026476	0.39521027	0.2519703	0.24736309	0.4928198	0.73800945	0.51321507	0.09369469	-0.019548416	-0.0693531	-0.08150959	0.18538952	-0.26852226	-0.33908844	-0.41283894	-0.4298458	0.08427429	0.17985535	0.53343105	0.4654827	0.65621185	0.53868294	0.35905743	0.557786	0.58613396	0.36921787	-0.017511368	0.08543491	0.39452744	0.046808243	0.2507534	0.003721237	-0.13095856	0.14598179	-0.08832455	0.003856659	0.14218426	1.1748714	0.16819954	0.120425224	0.23659039	1.1933537	0.09216118	-0.039242744	-0.27424622	0.040842056	0.5931568	0.36642742	0.28518486	-0.15653801	-0.059672356	-0.25646973	-0.5194292	-0.47125912	-0.4752035	0.5199671	0.32053566	0.5038719	0.9937258	0.49560165	0.29519844	0.48100376	0.13293743	0.5258875	0.94543743	0.89197826	0.8832741	0.88378716	1.0978384	0.96101	-0.5142336	-0.6648636	-0.82365704	-0.24031258	-0.38380623	-0.4354763	-0.59954834	-0.61550426	-0.61722374	-0.28775787	-0.43462133	-0.06976795	-0.106850624	0.14185524	0.016565323
LOC_Os12g06480.2	-6.2795386	-6.44185	-6.557251	-7.1740613	-6.859907	-7.694154	-8.500212	-9.198271	-8.499079	-8.876701	-10.121847	-8.566964	-8.130802	-9.269386	-7.969598	-8.333335	-9.964924	-8.564913	-4.1201553	-4.2736764	-6.51859	-3.8439722	-4.080597	-3.8597212	-6.8808007	-5.7375035	-6.951569	-9.14831	-9.481358	-7.349665	-5.9253354	-6.0434356	-6.4410415	-5.7593503	-7.9143867	-7.0882745	-6.438113	-8.394491	-7.7587357	-8.43366	-8.30615	-8.081012	-2.17513	-5.424751	-4.340112	-9.315498	-2.648635	-8.859822	-9.314343	-9.656992	-8.281716	-9.5475235	-9.931455	-8.834052	0.6558304	0.328825	0.34793568	0.31974602	0.36615086	0.38468552	0.07703209	0.27653885	0.19925404	-1.3710346	-0.31467438	-0.87694645	-0.70234585	-0.08454895	-1.7588692	-1.1927872	-2.234476	-1.3726921	0.46808338	-1.1967888	0.7845707	1.0232248	0.7512007	0.87327576	0.3995924	0.24827194	0.12694454	-0.028143883	0.19980812	-0.4795866	-0.7896557	-0.5215225	-0.43134785	-0.8119774	-0.6548815	-2.5083065	-2.5318775	-2.4679174	-2.2926311	-2.3354645	-2.1773329	-6.816943	-4.8217735	-4.9405446	-5.008257	-5.647319	-5.2333474	-0.5954418	-0.586607	-1.204998	-0.8442173	-0.5663662	-0.7626219	-1.352315	-0.97454643	-1.2037125	-1.8917179	-1.6079407	-1.609807	0.78021526	0.7552147	0.76047325	0.9472256	1.0359764	1.0789986	1.0769291	0.86516285	0.904933	-0.13112354	-0.10990143	-0.16385841	-0.87072754	-0.5595417	-0.59302044	-2.1597056	-2.5147066	-2.2773724	-2.202064	-2.2048578	-2.1534333	-2.211954	-2.5514812	-2.6288357	-3.2133675	-2.9724774	-2.9185834	-2.4418554	-2.2829313	-2.267901
LOC_Os09g24200.2	-1.2208471	-1.0407429	-1.4604921	-1.7385654	-1.6808987	-1.8117104	-1.0377426	-1.1549797	-1.1204386	-1.268322	-1.5060282	-1.5008059	-0.9901533	-1.3964386	-1.0384502	-1.6333389	-1.6135702	-1.4450026	-1.3325577	-0.9664278	-1.3442898	-1.3144112	-1.352066	-1.3395748	-0.45684385	-0.49285746	-0.26792145	-0.6985836	-1.1898785	-0.6957016	-0.3925333	-0.395957	-0.56512547	-0.693511	-0.3759489	-0.7738342	0.13668823	-6.60E-04	-0.26962948	-0.4053011	-0.1347475	-0.35778618	-0.08096886	-0.45549774	-0.33627796	-1.153202	-0.50750446	-1.2075901	-0.7054844	-0.8115349	-0.4381771	-1.2250767	-1.4286852	-1.2962666	0.07612324	0.23283005	0.3300295	0.012775421	-0.06313038	0.09735584	-0.1596632	-0.08316898	0.033927917	-0.007641792	-0.04086685	0.29317093	0.16941547	0.5599747	-0.09049702	-0.0363636	-0.17966938	-0.1118927	-0.6038761	0.25276756	0.20000839	0.3258705	0.5482435	0.10613537	0.47263336	0.55090904	0.36391258	0.4164133	0.52882195	0.18229961	0.34977818	0.25415707	0.27482414	0.41470337	0.0957737	0.2576437	0.12980652	-0.014237404	0.12129402	0.21362877	0.018996239	-0.36128044	-0.5158205	-0.17604065	-0.5298586	-0.501318	-0.27929688	-0.23772717	-0.15090942	-0.15919113	-0.15224075	-0.063378334	-0.21992874	0.28290176	0.42425823	0.3595066	0.4892063	0.61298466	0.3364601	-0.4235897	-0.3571415	-0.35257816	-0.58812046	-0.71165085	-0.7205992	-0.71066093	-0.43961906	-0.5358324	-0.066072464	-0.037487984	-0.012986183	-0.006129265	0.003629684	-0.041721344	0.44053745	0.6249819	0.61090565	0.33855438	0.33072662	0.34219742	0.030736923	0.17647076	0.020095825	-0.8616309	-0.80553436	-0.59240294	-0.6422157	-0.33883762	-0.37061596
LOC_Os01g51890.1	2.2922106	2.6277676	2.7799807	2.1864939	2.5206318	2.1268587	0.29276276	0.26376152	0.071700096	0.71798897	1.2072859	1.0633612	1.4437342	1.6222916	1.497776	0.35642338	0.5506439	0.2187128	-1.1947136	-0.9119787	-1.3064384	-2.3442411	-1.9789171	-2.006895	-2.3589172	-2.995515	-3.2279458	-1.2417421	-0.32433224	-1.3021479	-1.8402405	-1.9722948	-1.8672504	-2.846878	-2.5890255	-2.4605284	-2.3711963	-2.0176582	-2.4348602	-1.5306749	-2.0081978	-2.7401829	0.3566265	0.1842022	-0.119589806	-1.4862852	0.04240036	-1.9341326	-1.0615215	-1.8302794	-1.6427126	-0.8399277	-1.4630766	-2.1165009	-0.011770248	0.485816	0.52587414	-0.4642563	-0.3467617	-0.45544815	-0.31077766	-0.3317585	0.8519621	-1.2475443	-0.9763365	-1.2368736	-1.22962	-0.5118866	-1.9918251	-2.0905447	-0.6779299	-1.7079515	-1.4446592	-1.8707638	-0.015547752	0.9424801	0.7390928	0.27836895	0.906991	0.30813122	0.37958813	0.90587044	0.20446014	-0.09147835	0.0382843	0.7506342	-0.04736805	0.3639841	1.0829668	0.20237923	0.3230381	0.3413086	0.5218067	0.40864754	0.41976452	1.392209	-2.8245277	-2.5594807	-2.7070847	1.7608881	-2.9084573	-0.5889311	-0.50446033	-0.76712227	-2.084752	-1.800128	-1.7968569	-3.1101723	-3.0241728	-3.1194773	-1.966856	-2.084815	-2.9130974	-1.362113	-1.0136957	-0.9956341	-1.2902822	-0.88481426	-0.7406826	-0.32069206	0.02382183	-0.3351717	-0.36402035	-0.19926071	-0.086447716	0.12124634	-0.08364487	-0.0457716	-3.7508802	-3.977343	-3.4098363	-3.295259	-3.4962058	-3.4411926	-2.1566172	-2.3788424	-1.7475629	-0.44708395	0.05590725	-0.020173073	0.4207306	-0.32961273	0.18124485
LOC_Os03g18540.2	-3.1531463	-3.281671	-3.8153458	-3.1172495	-3.2917204	-3.9275184	-4.680741	-5.883036	-6.3968887	-3.880433	-4.3032093	-4.461395	-6.55504	-5.933079	-5.7490087	-5.9913697	-4.8921843	-5.927019	-5.65724	-5.259716	-5.133079	-4.184929	-3.9255924	-3.8334255	-4.9249067	-5.6740327	-4.1020117	-3.9786954	-3.8178954	-3.3902326	-5.193538	-5.333331	-5.820248	-4.993719	-4.615493	-5.9312167	-5.3721123	-5.286461	-6.6334596	-5.330432	-5.2203803	-6.3320694	-2.9394007	-4.0377226	-4.3143086	-4.9025955	-2.3331537	-5.9496074	-7.076722	-7.9236956	-6.791745	-4.2835026	-6.4132204	-4.9693403	-1.4743996	-1.6838436	-1.7133436	-1.8632545	-1.5273647	-1.9722528	-1.6043262	-1.2881441	-1.096878	-1.3395586	-1.6367903	-2.6183805	-2.4210567	-3.0716953	-3.0878773	-2.6319551	-3.1575317	-3.1664495	-1.3969898	-3.7938352	-1.3730001	-0.96091175	-1.4534254	-1.151413	-0.9454298	-2.0324326	-1.9330425	-1.8173523	-2.0692806	-1.7199373	-1.9140711	-2.0450048	-1.7483883	-1.8406677	-1.8528953	-2.1843052	-1.9901342	-1.8765392	-1.8796024	-2.1653986	-1.7440081	-4.675672	-5.143421	-5.9721427	-5.1986823	-4.5774875	-5.625425	-3.3369389	-3.1949778	-3.0797443	-3.397521	-3.0877829	-3.3153706	-3.4244223	-3.2283354	-3.5787916	-2.929862	-3.0703058	-3.4049377	-2.0563593	-1.936163	-1.7893648	-2.0049143	-1.6086369	-1.4121141	-1.1047888	-1.0274239	-1.0774498	-0.83737755	-0.8842659	-0.6280556	-0.49228	-0.5628481	-0.40183735	-3.782826	-3.574339	-3.192689	-3.3929553	-3.4168024	-3.2968316	-4.109443	-3.597021	-4.3876667	-3.7664928	-3.68537	-3.3877373	-4.070732	-4.167852	-4.4649324
