ID	GSM534579	GSM534580	GSM534581	GSM534582	GSM534583	GSM534584	GSM534585	GSM534586	GSM534587	GSM534588	GSM534589	GSM534590	GSM534591	GSM534592	GSM534593	GSM534594	GSM534595	GSM534596	GSM534597	GSM534598	GSM534599	GSM534600	GSM534601	GSM534602	GSM534603	GSM534604	GSM534605	GSM534606	GSM534607	GSM534608	GSM534621	GSM534622	GSM534623	GSM534624	GSM534625	GSM534626	GSM534627	GSM534628	GSM534629	GSM534630	GSM534631	GSM534632
osa-miR167b_Mature	-8.7098555	-9.157486	-7.4580762	-9.56507475	-7.157903	-7.681646	-8.42715	-9.175788	-8.460121	-8.8263155	-10.0378815	-8.537112	-8.08604375	-9.192836	-8.0221458	-8.295168	-9.8341505	-8.6476785	-9.7445595	-9.7073385	-8.321658	-9.42411025	-10.0550985	-9.30233675	-6.8303058	-5.39387155	-6.8911777	-9.1078325	-9.42566275	-7.2980923	-10.0101375	-10.0275545	-8.1525605	-8.981261	-9.751796	-8.8227785	-9.246687	-9.6240375	-8.25089725	-9.4825315	-9.925365	-8.790078
osa-miR166f_Mature	-5.90807475	-5.2709422	-4.5014076	-5.80933485	-5.25057335	-4.1417427	-6.59795715	-5.6060665	-6.1714139	-7.9227633	-6.1649239	-4.7594688	-5.84387775	-6.271909	-5.3092645	-5.61205025	-6.4655915	-5.37141205	-5.573382	-5.7784495	-5.94763165	-4.7420197	-4.9121132	-4.5705352	-6.18297235	-5.43476565	-5.26401415	-6.02181535	-5.92311405	-5.5905027	-4.33869435	-5.7118405	-5.0759105	-6.2745799	-4.6953265	-5.5093025	-6.43245125	-6.981833	-6.3736335	-4.41859025	-5.88346985	-6.49526
osa-miR167a_Mature	-8.825041	-9.30499	-7.5289308	-8.6267867	-9.227995	-7.7427444	-8.6408785	-9.281882	-8.561711	-9.024461	-10.149675	-8.6138275	-8.1668015	-9.2967145	-8.220312	-8.369156	-9.98220125	-8.8078935	-9.80167675	-9.8466285	-8.5088195	-9.541027	-9.4360525	-8.7554915	-6.0524677	-5.49079875	-6.981985	-8.3872155	-9.5474295	-7.440522	-10.107714	-10.114393	-8.2460925	-9.778396	-9.39040575	-8.614489	-9.4453565	-9.795401	-8.3449235	-9.57572	-10.059558	-8.897459
osa-miR395r_Mature	-8.80569475	-8.9225035	-7.56869245	-7.316493	-8.907869	-7.76451135	-8.663635	-9.064563	-7.1458447	-9.027449	-9.6838255	-7.8911115	-8.1983135	-8.7695445	-8.229344	-7.2397009	-9.497954	-8.8522265	-8.69265815	-7.98908315	-8.539523	-7.47969315	-6.95753885	-9.51336	-6.68297685	-5.14257595	-4.6958227	-8.2214712	-9.4279385	-6.3925378	-9.251672	-9.3190105	-8.287424	-9.782401	-9.9478635	-8.963187	-8.5632635	-9.786091	-8.370176	-8.38949825	-8.842751	-8.762511
osa-miR399j_Mature	-5.92383815	-4.78145075	-4.60746235	-7.169065	-7.3010328	-4.45828295	-8.523921	-9.2647145	-8.534909	-8.1272749	-10.024721	-8.0081974	-8.190853	-7.69718275	-8.1387475	-8.1076415	-8.7525695	-8.40888	-7.1255422	-6.40578845	-7.44654175	-6.27505485	-6.15363645	-8.1161305	-6.943414	-5.8032493	-6.97672765	-7.175477	-8.451784	-7.40945605	-10.0901305	-8.282112	-8.24761	-5.78167065	-7.10166835	-5.5592935	-9.071603	-8.8250515	-8.3439505	-8.14608	-7.78508305	-7.0310283
osa-miR171h_Mature	-8.4269405	-8.4054865	-7.5682497	-9.141323	-9.229501	-7.7696392	-8.6442245	-9.2990615	-8.579039	-7.57427035	-9.2250325	-8.651427	-7.2486498	-8.983381	-8.18747775	-8.2296855	-10.02467	-8.794538	-9.124632	-8.315306	-8.5017905	-9.011008	-8.2221062	-9.4893875	-6.7116015	-5.834074	-6.923725	-8.6452045	-9.5618695	-7.05486565	-8.993019	-8.527394	-7.3110758	-7.7869191	-9.7858195	-8.7586275	-8.31513215	-7.652157	-8.3639865	-9.591848	-8.213065	-8.0233628
osa-miR166m_Mature	-7.8570645	-7.1506813	-7.214969	-7.5466925	-8.8740795	-7.793741	-8.2827275	-7.3334785	-8.509053	-8.997753	-8.5883705	-7.24920275	-7.5262335	-7.932539	-7.4480796	-8.441665	-9.152768	-7.755994	-6.6286337	-7.8840225	-8.390535	-6.11878675	-6.13125425	-5.5828261	-7.02679975	-5.87336345	-6.40649825	-9.191503	-7.744625	-7.50490585	-5.6372317	-6.95448435	-6.59086535	-8.246897	-5.7136333	-7.09235785	-9.250475	-9.05998	-8.1480527	-6.238153	-8.19261915	-8.617864
osa-miR156l_Mature	-7.7971945	-9.13690875	-7.56038735	-7.9020225	-9.215033	-7.75651185	-8.6655835	-8.98918	-6.841286	-9.0390215	-9.165022	-7.833071	-7.226088	-7.8000465	-8.174253	-7.05670355	-9.20908375	-7.01904845	-7.659927	-6.86700285	-8.4833155	-6.24352925	-6.2998743	-9.4942495	-5.91158375	-4.6447778	-6.8127235	-7.565425	-8.0500335	-6.3703506	-10.1235225	-8.25813925	-8.2625	-8.8715833	-9.9477945	-8.93494325	-9.455556	-8.756163	-8.3359645	-8.0120485	-9.596071	-8.912739
osa-miR397b_Mature	-7.644135	-9.427135	-7.6363947	-5.37439825	-9.3606295	-7.8239455	-8.733493	-9.407075	-8.6518735	-9.098349	-10.271465	-8.622617	-8.2857925	-9.398786	-8.3595895	-8.494219	-10.0760185	-8.9234245	-9.8632095	-9.97642875	-8.659311	-9.644645	-10.249373	-9.6306815	-7.0753352	-5.923683	-6.85005	-9.312007	-9.6494755	-7.5582975	-10.18153	-10.2246835	-8.356204	-9.851028	-10.00129275	-9.0409515	-9.5156885	-7.4717293	-8.4406845	-9.695395	-10.2280215	-9.005878
osa-miR166h_Mature	-4.94105025	-5.8061167	-4.4280447	-5.30194615	-6.2090938	-4.930964	-5.24684	-6.3843255	-6.60440235	-7.233419	-6.9998595	-2.8723626	-6.5024488	-6.5350368	-4.67635565	-7.31744195	-7.06489675	-4.50615875	-5.34928965	-4.997441	-5.50725295	-4.87511525	-5.13478725	-4.70972425	-3.04947185	-4.6415793	-4.78231335	-2.87521885	-5.7101877	-3.1834307	-4.6152258	-5.3247065	-5.03820475	-5.76703905	-4.5393513	-5.7198965	-6.59629635	-6.720372	-5.37180355	-3.4599638	-6.23813475	-5.949185
osa-miR395s_Mature	-8.6928265	-6.25865485	-7.1384285	-8.866758	-9.1281415	-7.6738149	-8.6544865	-9.1992985	-8.46739875	-9.036473	-9.708435	-7.0749873	-8.085877	-9.2381735	-7.7066825	-7.901948	-9.493065	-8.1047945	-9.12686175	-7.8803082	-8.230117	-7.1996277	-6.7871065	-9.496337	-5.83845445	-4.763571	-5.152327	-7.9295945	-8.44409185	-6.12545865	-10.0327565	-8.8514285	-8.1655995	-9.7574665	-9.676353	-8.8291095	-8.9126985	-8.580522	-8.2400925	-9.2206765	-9.1093235	-8.80939225
osa-miR169l_Mature	-5.91772175	-6.22778395	-6.83649685	-7.996271	-8.077821	-7.70116225	-8.477546	-8.146297	-8.49470525	-8.8892505	-10.07811725	-8.561946	-8.130438	-9.2238075	-8.13391235	-7.89002085	-9.913598	-7.46626165	-9.036638	-8.55439	-7.05135265	-8.6944945	-7.9246913	-9.40054225	-6.68569385	-5.73784495	-6.902752	-8.9699535	-9.081191	-7.01537175	-10.055021	-9.290014	-5.3417304	-9.396822	-9.1401985	-8.7997375	-7.510193	-9.256724	-8.2981575	-9.5076315	-9.9941235	-8.836966
