probeName	GSM534579	GSM534580	GSM534581	GSM534582	GSM534583	GSM534584	GSM534597	GSM534598	GSM534599	GSM534600	GSM534601	GSM534602
LOC_Os06g48060.1	3.7392378	3.8185863	3.876337	1.0068722	1.4769373	1.7396555	2.1929693	2.9082928	2.1153326	1.1104374	0.5344696	0.5355606
LOC_Os07g49480.2	-3.7957659	-3.540134	-3.329586	-4.2860155	-4.3421683	-3.9147081	-5.0040855	-3.5642548	-3.9590364	-4.365007	-4.191839	-4.2253327
LOC_Os04g46860.1	-0.14821434	-0.11966038	-0.060094833	2.0883913	2.176012	1.8056555	-0.77803135	-0.40521717	-0.21913624	1.5914326	1.1133623	1.2307787
LOC_Os12g38110.1	0.06874275	-0.012436867	-0.26467514	-0.22424316	-0.04323387	-0.43815136	-0.10849953	0.3241644	-0.18696213	0.59094715	0.3177557	0.038837433
LOC_Os11g32280.1	-0.92448044	-0.62230873	-0.8531647	-1.0990725	-0.9701357	-1.1496267	0.5354929	0.24251652	-0.8113375	0.11533451	-0.4174881	-0.56696224
LOC_Os09g17630.1	-2.6949997	-2.3992138	-2.8453455	-3.290863	-3.0198135	-3.5287523	-5.481001	-4.5731626	-4.1055565	-5.5795856	-5.837347	-4.752136
LOC_Os04g50204.1	0.912796	0.789649	1.4298058	2.0530634	2.357562	2.1852674	1.8557329	1.23559	2.9390583	1.7549372	2.6513548	2.8920927
LOC_Os07g39470.1	2.4060078	2.0576944	1.8436117	1.9737062	1.8915358	1.7253199	-0.07026482	1.225173	0.15304756	0.9440155	0.47155762	-0.024446487
LOC_Os05g03610.1	-2.2599468	-4.265092	-0.5632038	-5.199855	-6.019364	-2.4727793	-0.18469143	-0.13420868	0.63164616	0.24806786	-0.19077778	0.6524782
LOC_Os02g36520.1	-2.411416	-2.2637606	-2.455618	-2.552144	-2.5015364	-2.8979826	-3.9101262	-3.4549131	-3.883143	-3.744855	-4.061491	-4.055558
LOC_Os07g49140.1	-4.4540257	-4.626952	-4.975331	-5.262355	-4.750514	-5.4401584	-2.8138752	-4.130133	-1.7705498	-2.2765636	-1.0593939	-1.6361332
LOC_Os01g25810.1	-6.8946776	-6.949633	-6.1327558	-7.9608793	-7.848209	-7.7265024	-7.510318	-7.6408668	-8.544995	-7.6584835	-7.5300264	-9.536575
LOC_Os01g55580.2	-2.7158804	-2.6661053	-2.8416066	-1.3926535	-1.42764	-1.9420938	-1.715416	-1.8322372	-2.5366745	-1.7037363	-1.8011208	-1.9699125
LOC_Os01g42294.1	-5.4140887	-6.278741	-4.0999475	-5.780152	-6.060678	-3.792325	0.3148718	-0.32440472	0.9652834	1.3047915	1.6219549	1.2965994
LOC_Os02g04680.2	-5.6848626	-5.5475535	-5.126883	-6.0372257	-5.049834	-5.572874	-5.1367784	-4.975609	-5.028936	-5.1041	-5.110273	-5.4596505
LOC_Os02g52900.2	-1.8906631	-2.5863905	-2.636526	-1.531107	-2.1482134	-1.7988157	-1.9942951	-2.1163826	-2.5067043	-1.7668877	-2.181326	-2.1697578
LOC_Os10g33960.4	0.19200993	-0.44969368	0.21882725	0.06534004	-0.15792847	-0.015575409	0.121385574	-0.2959633	0.47021484	0.2230959	0.72544193	0.8840542
LOC_Os04g02110.3	-7.219839	-6.7007003	-6.2706003	-6.7038727	-6.216639	-5.9248695	-9.286946	-8.620989	-8.516713	-8.367183	-7.5102425	-7.983839
LOC_Os07g09310.2	-0.8232775	0.09530163	-0.9520445	0.019865036	0.22909832	-0.9838333	0.06398392	1.6309338	0.12841988	-0.13926983	-0.7407913	-0.5875902
LOC_Os04g36740.2	-6.8617363	-7.308876	-7.4807644	-6.029043	-5.974219	-7.6766634	-5.8095865	-8.957043	-5.532328	-8.60611	-6.613873	-6.494827
LOC_Os08g42700.1	-8.158996	-9.31569	-7.572983	-8.341549	-7.7337713	-7.7659373	-6.3238883	-6.082962	-6.555319	-5.2506704	-5.315184	-5.3515344
LOC_Os03g02240.1	-4.942995	-5.105979	-5.0474615	-1.9298124	-1.7863798	-1.3013868	-0.32627296	-2.1517544	1.4484415	0.17949486	1.571867	1.4530878
LOC_Os02g13020.1	-2.4118853	-2.1429682	-1.5430775	-0.3704319	0.050933838	-0.042025566	-1.2884569	-2.2999163	-1.1049156	-0.34481716	-0.44551373	-0.15404415
LOC_Os08g37670.1	1.2460537	0.8525791	1.0963507	0.38453865	0.5934124	0.27090454	0.5331278	0.50491905	0.78491306	0.6483679	0.5089216	0.66886806
LOC_Os04g39160.1	-4.8636427	-5.1794167	-5.999877	-4.5638123	-5.167387	-5.4830294	-4.738649	-4.227881	-5.6400924	-4.411298	-4.856724	-5.37621
LOC_Os06g43640.2	1.4579678	1.4647856	1.6377659	0.57051086	0.87371254	1.0591145	0.96070004	0.85988045	1.3556271	0.7601156	1.0055666	1.2105675
LOC_Os01g01720.2	1.3555107	0.9179945	1.2325602	1.6422405	1.4697962	1.3121796	-0.34252167	0.2686882	-0.20256329	-0.13513947	-0.4429903	-0.6400442
LOC_Os08g02300.1	-4.6527653	-4.766166	-3.8370795	-5.3574386	-5.5119634	-3.9942288	-1.4297543	-1.7323885	-1.1940794	-1.1229239	-0.86003685	-0.2669077
LOC_Os06g02560.3	-5.1797214	-4.747367	-5.673779	-5.3782835	-4.85337	-5.7244124	-3.6843553	-3.9213843	-5.661332	-3.8594313	-3.4968643	-3.3381643
LOC_Os03g15350.1	-3.4710484	-3.7371855	-3.3498693	-3.0363436	-3.1955013	-3.3181171	-4.7119193	-4.253539	-3.901579	-4.0682325	-3.6170664	-3.2091742
LOC_Os12g44350.1	-4.956704	-5.181725	-3.9765148	-4.905764	-5.0422153	-4.080366	-2.7271223	-2.7294931	-1.9438114	-2.1947584	-2.5035925	-1.3817511
LOC_Os08g37380.2	0.21642017	0.29609966	0.17227077	0.2186451	0.31053162	0.28403854	-1.7109985	-1.5769253	-0.7575474	-1.8718557	-1.0176907	-0.92321205
LOC_Os04g48410.1	-6.1009445	-6.923919	-7.6002636	-5.387023	-5.7439156	-7.2630177	-8.439659	-8.116079	-8.503006	-7.0159225	-6.8514895	-7.25321
LOC_Os10g40920.1	-6.441863	-5.656635	-7.538812	-5.069294	-4.7939234	-7.729748	-5.1779084	-5.3406634	-5.45424	-4.4580736	-4.381067	-4.427733
LOC_Os03g17860.2	-0.7020569	-0.5886898	-0.9468498	-0.34448528	-0.31871223	-0.52306557	0.12564945	0.28939915	-0.31569576	0.5975971	-0.03676033	0.17016888
LOC_Os03g14880.1	-7.2795124	-7.7318697	-6.8514156	-9.092344	-9.262336	-7.783169	-7.747118	-7.6265955	-8.439022	-6.9318824	-7.641626	-8.26105
LOC_Os05g46490.2	-1.6662331	-1.5125027	-1.645278	-0.81003475	-0.5805998	-1.0515127	-1.4248037	-1.249362	-1.3775473	-0.8541832	-1.0681114	-0.8378811
LOC_Os07g30250.1	-1.503829	-1.5955582	-1.8494015	-1.5790739	-1.8154278	-1.700347	-3.6079726	-3.2928534	-3.2902355	-3.6869621	-3.1396198	-3.1226473
LOC_Os01g63880.1	-0.9825134	-1.8352499	0.017142296	-2.1803904	-2.349926	-1.0993385	-0.43600368	-0.9990511	0.3772068	-0.8725815	-0.20205879	-0.4507265
LOC_Os05g35230.1	-8.480922	-9.153357	-7.455818	-9.575167	-9.032247	-7.677497	-0.63174057	-1.3140697	-2.6948595	-0.37165546	-0.5367327	-0.33142567
LOC_Os07g49320.1	-0.115647316	-0.0842371	-0.65303135	1.3877115	1.029211	0.7250662	-1.0661325	-0.5086565	-0.65952206	-0.6455841	-0.5058279	-0.8959484
LOC_Os03g15230.1	-0.025230408	0.40322208	-0.67829037	-0.864275	-0.7775183	-1.1303673	-1.9449015	-0.77895546	-1.7924824	0.14164925	-1.0393019	-1.4539165
LOC_Os08g34740.1	-0.84184647	-0.55879784	-1.9626303	-1.8168802	-1.9485664	-2.4459448	-2.4683886	-1.4354029	-1.8636026	-1.6034546	-1.8168707	-1.811305
LOC_Os07g46730.1	1.9477139	2.1081343	1.4013376	0.5380955	0.5467682	0.24298286	-0.13722134	0.12568283	0.12742043	-0.22222328	0.19183636	-0.26076412
LOC_Os08g16070.1	-8.91956	-9.381302	-7.619245	-9.747982	-8.581882	-7.799871	-9.879868	-9.921286	-8.537076	-9.606238	-10.21618	-9.54464
LOC_Os06g11500.1	3.8379564	3.9400482	4.124114	1.2030725	1.6259108	1.9979773	2.2778225	3.0213118	2.138564	1.0157938	0.34499645	0.39444923
LOC_Os11g35350.1	-8.819891	-9.316304	-7.57281	-9.676713	-9.236709	-7.7599735	-9.843021	-9.883657	-8.59787	-9.305212	-9.252078	-9.581809
LOC_Os11g10610.1	-7.917392	-7.6073613	-6.2792125	-7.518821	-7.4235334	-7.387501	-9.847302	-8.993798	-8.3955765	-9.465826	-8.25174	-9.4351225
LOC_Os09g25990.1	-7.6076026	-7.111337	-7.5884943	-8.193204	-9.252317	-7.8023767	-8.226267	-7.5696063	-8.403769	-7.3027563	-6.86523	-8.440046
LOC_Os02g06910.1	-5.010412	-4.0288467	-4.487817	-4.507714	-3.9357429	-4.325623	-3.8160157	-3.4653168	-3.3049164	-2.739111	-2.2687922	-2.1976318
LOC_Os02g18080.1	-3.3690195	-3.2761998	-2.3319397	-4.964331	-4.8874097	-3.8883219	-4.5716896	-3.782251	-3.8005352	-5.3031154	-5.735097	-4.955631
LOC_Os02g14290.1	-7.076088	-5.9977865	-6.7120914	-6.723662	-6.518814	-7.7915874	-4.697102	-5.2464266	-4.3541627	-6.4214773	-5.436593	-5.6858187
LOC_Os03g14260.2	-5.926058	-5.4029093	-6.586463	-4.8901052	-4.83094	-6.017069	-5.191605	-4.964533	-4.948723	-4.723667	-4.4371123	-4.9817123
LOC_Os04g28420.2	-6.4636803	-5.894824	-5.8384867	-8.004732	-8.334311	-7.691952	0.23108864	0.37319565	0.82451344	-5.9342546	-5.7063346	-8.578706
LOC_Os11g07912.1	-4.8368425	-4.7957463	-3.410852	-4.679431	-4.162635	-3.2359328	-0.38744354	-1.454627	-1.138176	-0.28357697	-0.17656517	0.12160969
LOC_Os02g46750.5	-3.5056305	-3.7537355	-3.021038	-2.28897	-2.0009594	-1.7209978	-3.6178408	-4.586811	-3.2508125	-3.9228969	-2.9242992	-2.8944817
LOC_Os12g06250.1	0.4304781	0.36205673	8.94E-04	-5.3672786	-5.226813	-5.9456606	-1.6330967	-1.1961746	-1.8040075	-3.6294565	-4.1331463	-3.7568865
LOC_Os02g33170.1	-7.1299067	-8.046395	-7.487849	-8.219622	-8.198248	-7.696103	-5.8004894	-7.6800103	-5.1232777	-6.6861944	-6.183719	-7.1304846
LOC_Os03g01890.2	-2.3374424	-2.1467505	-1.8528557	-1.7955074	-1.373496	-1.3602924	-1.4907637	-2.046465	-1.6236877	-1.1471701	-0.7161751	-0.3664236
LOC_Os10g39520.1	0.15355778	-0.14449215	0.054131508	-0.46657848	-0.4492445	-0.4760704	-1.9228926	-1.225915	-1.5817204	-1.4330406	-1.9842234	-1.6637335
LOC_Os03g13460.2	-0.6660805	-1.0312643	0.2205391	-0.6907034	-0.7749481	-0.21341228	0.5394373	-0.30336666	1.0438004	-0.06466675	0.73993015	0.7600918
LOC_Os08g43170.1	1.3578043	1.2807503	1.2194633	0.8970995	0.9029732	0.4149828	0.8873043	1.0117178	0.41580105	1.1487303	0.86719894	0.9324579
LOC_Os04g33860.1	-0.6697569	-0.7787142	-0.54571915	-0.2628088	0.15035534	-0.027316093	-0.124830246	0.5780573	-0.8688345	1.0078115	-0.06272125	-0.30665493
LOC_Os07g04500.1	1.4398003	1.4681768	1.2446995	1.5958328	1.787302	1.8894577	1.7878618	1.505784	1.4980831	1.7336721	1.6439381	1.6762152
LOC_Os05g38420.1	-8.631937	-9.238266	-7.516009	-9.620726	-9.143301	-7.7079315	-1.303051	-5.490297	0.63234234	-2.323122	0.49684715	-0.073560715
LOC_Os02g07780.2	-4.245948	-4.723514	-4.519143	-4.4104486	-5.2024717	-4.7323627	-6.5964437	-5.6893435	-6.1693726	-4.939142	-5.2385583	-5.6197014
LOC_Os03g43930.2	0.8686485	1.1878757	1.4114418	0.7894697	1.0141001	1.3456612	-0.2590313	-0.24218178	-0.4839344	0.40954304	0.5256367	0.61594296
LOC_Os05g18274.1	-2.5477076	-1.9739218	-2.2650175	-2.2307682	-1.686635	-2.0416965	-2.2398014	-1.8773928	-1.5515928	-2.3154478	-1.7528744	-1.5426416
LOC_Os01g55300.5	-8.949071	-9.397839	-7.6271353	-9.675903	-8.569475	-7.810484	-9.888224	-9.914193	-8.488726	-9.609867	-10.21722	-9.511338
LOC_Os04g51830.1	-8.47117	-8.519173	-7.4905562	-8.808233	-9.056086	-7.725664	-7.6582484	-8.621898	-8.559566	-8.176544	-8.338213	-7.6835527
LOC_Os06g06050.1	-1.2360573	-1.5219498	-1.2438803	-0.08828735	-0.19682503	-0.5456476	-1.6294308	-1.3981228	-1.0294008	-0.7711973	-0.8177824	-0.9876814
LOC_Os09g10710.3	0.5797825	0.37639427	0.17546844	0.72652245	0.41973114	0.27999687	-0.25468922	-0.13842678	-0.7246914	-0.056433678	-0.27730465	-0.42817116
LOC_Os01g03640.1	-8.458281	-9.377115	-7.470501	-8.453096	-8.063404	-7.727126	-2.5078583	-0.7411432	-1.5884781	-0.7028246	-0.98227024	-1.5312977
LOC_Os12g16350.1	2.482276	2.306221	2.579977	2.543171	2.4150429	2.5147877	0.9621868	1.179327	1.7967052	1.0194778	1.4540434	1.6096525
LOC_Os12g31860.5	-1.722722	-2.159172	-2.6661692	-1.9869642	-2.773902	-0.8548918	1.3822718	1.9224119	2.4430351	0.5098324	1.1915607	2.0490122
LOC_Os02g38480.1	-5.5877132	-5.9942374	-4.7436514	-5.152956	-5.9458942	-5.2397084	-5.8208003	-4.9791093	-4.9236007	-4.995184	-4.742463	-5.0406756
LOC_Os06g43550.2	-4.596753	-5.0451727	-3.9794364	-3.358817	-3.1157904	-2.8946557	-2.5031128	-3.3947983	-3.1979914	-2.1816063	-2.4183254	-2.282631
LOC_Os02g03620.1	-4.1329656	-4.2733035	-3.4824133	-4.3485594	-4.2956614	-3.9268785	-0.9363136	-1.489253	-1.5597734	-0.8898287	-0.9158163	-0.9314432
LOC_Os10g26730.2	-2.2418518	-1.8321562	-2.160695	-1.99294	-1.8482771	-2.0689201	-1.4265566	-1.6330366	-1.5756626	-1.6060219	-1.2426519	-1.2539463
LOC_Os11g38140.1	-3.2448788	-3.6093936	-3.4567275	-2.5650263	-2.932746	-2.8552947	-3.214961	-2.7250462	-3.2582912	-2.578352	-2.7600555	-2.758504
LOC_Os11g11810.1	-8.911074	-9.403154	-7.6388187	-9.773429	-9.328293	-7.81811	-9.618476	-9.963341	-8.654449	-9.632263	-10.247862	-9.63589
LOC_Os03g16610.1	-8.914634	-7.4554276	-7.6483192	-7.18988	-7.208756	-7.824354	-5.469063	-9.6133	-4.8805056	-6.898729	-4.406061	-5.234026
LOC_Os01g55590.1	-8.886852	-9.389807	-7.6294208	-7.797188	-8.460594	-7.8073044	-9.867623	-9.956292	-6.2542806	-9.623415	-7.9793816	-8.305326
LOC_Os05g03040.3	2.0362644	1.4613523	1.5848799	2.6596994	2.1518736	2.0148506	-0.2196064	0.2594452	0.42359543	0.6756487	0.8468561	0.7559128
LOC_Os12g21860.1	-5.4834504	-4.9009433	-5.3221006	-5.389254	-5.067083	-5.401046	-5.857905	-5.7633653	-5.4883595	-5.907634	-5.6801157	-5.6865497
LOC_Os08g41940.1	-8.859037	-7.6638737	-7.6179504	-7.296123	-6.993364	-7.6190653	-3.964501	-4.699537	-5.1899614	-2.6146917	-3.2243013	-3.7610445
LOC_Os07g37560.3	2.1466913	2.0101576	1.8518686	2.2266407	2.0800266	1.8829279	0.10055828	0.41931915	0.8748102	0.4436779	0.86016655	0.9386673
LOC_Os01g12820.1	-4.370221	-4.8704934	-3.56179	-4.4919586	-4.357989	-3.574843	-4.6990876	-4.4963346	-4.199673	-3.898775	-4.3537736	-4.070362
LOC_Os07g45950.1	-0.38002682	-0.6022291	-0.30621052	-0.61661243	-0.5239029	-0.40884113	-1.1884508	0.3128729	0.04570961	-0.772913	-1.5824709	-1.2571163
LOC_Os04g30660.1	-8.940886	-9.381046	-7.616685	-7.765676	-7.8640537	-7.8289146	-9.87864	-7.326159	-8.485563	-7.0629015	-6.7289987	-9.515208
LOC_Os02g48900.2	1.4747	0.17814922	2.8699045	2.1357307	2.0872116	3.4782104	3.2318163	2.4421415	3.8658066	2.9220572	4.0412865	3.8740835
LOC_Os04g18010.1	-8.974039	-9.45354	-7.671775	-7.579325	-4.826371	-7.847562	-9.897657	-9.994673	-8.654262	-9.666448	-9.860668	-9.644247
LOC_Os08g33076.1	0.59875965	0.9590082	0.49437428	0.47872543	0.7457571	0.5561695	0.18687725	0.4768076	0.43583298	0.42790413	0.5928354	0.4225073
LOC_Os02g49240.1	-7.779587	-8.239976	-7.603578	-7.5045843	-6.9499803	-7.7782006	-7.098289	-5.4746428	-7.8406167	-6.673536	-6.973126	-8.083977
LOC_Os06g43910.1	-7.4070177	-7.4776306	-7.571513	-8.03256	-8.453773	-7.753195	-8.012227	-5.953085	-8.611107	-6.6864557	-6.2819295	-9.571634
LOC_Os01g59920.1	-4.0057454	-3.878201	-7.4120293	-1.4810734	-1.1283178	-3.6756701	-0.9816952	-1.9904976	-0.9511223	-0.4430704	0.12062168	-0.24683285
LOC_Os11g44960.1	-5.067834	-7.115512	-5.125585	-4.7186537	-6.317934	-4.51125	-3.6976895	-3.5977411	-3.843237	-2.503831	-2.658475	-2.9794846
LOC_Os01g41270.1	-6.8086433	-9.447083	-7.6694365	-9.8241625	-9.3725395	-7.8461895	-9.89237	-9.996538	-8.672287	-9.664259	-10.271984	-9.656113
LOC_Os12g41680.1	-2.9705667	-3.3638	-3.3625054	-2.3215704	-2.4528904	-2.3308392	-2.7046366	-1.5102777	-2.1474237	-0.66751194	-1.6376953	-1.39295
LOC_Os07g40450.2	-5.0222774	-5.312247	-5.838983	-3.747827	-4.2234516	-5.5171175	-7.310949	-6.841642	-7.9735017	-4.1032805	-5.5072103	-5.53661
LOC_Os05g48940.1	-5.510215	-5.686937	-6.274826	-5.753044	-6.303051	-6.912922	-5.922596	-5.3791313	-6.523706	-5.5302005	-5.861246	-6.135806
LOC_Os03g63750.1	0.23029041	0.6350107	0.3973093	0.8837385	1.2002268	1.2564735	-0.51678944	-0.33329105	-0.41046238	0.14805222	0.17034721	0.12314606
LOC_Os04g33880.2	-1.1426916	-1.3003168	-0.69549274	-1.3037167	-1.345706	-0.44154453	-0.8788328	-0.95652103	-0.6917763	-1.2884407	-1.1465769	-0.89295197
LOC_Os03g51970.1	-8.827194	-9.129839	-7.6167984	-8.857891	-8.015088	-7.7902308	0.15173435	-0.049752235	-4.2253313	0.72257996	0.069086075	0.17195892
LOC_Os04g58570.1	-0.55254364	-0.43711567	-0.08632088	-0.7058315	-0.31599236	0.16478443	-0.030808449	0.93378353	0.4480238	0.66006756	-0.20485592	0.34677982
LOC_Os06g07080.1	1.7903337	2.0512943	0.80705357	1.884614	1.8510065	0.861742	0.1814146	1.0783606	0.5910988	1.2717838	1.3051329	0.99749184
LOC_Os08g29760.1	-6.1283913	-6.2417893	-5.2087994	-6.2866187	-8.645571	-7.0418735	-1.4276991	-1.3507576	-0.9366827	-1.6888771	-1.2613573	-0.98498917
LOC_Os10g21470.1	-4.133523	-3.6393495	-4.3836794	-3.3578386	-3.1403713	-3.4380817	-4.493928	-4.074639	-4.4795914	-3.250247	-3.2601748	-3.4163094
LOC_Os06g23274.1	-8.766661	-9.074725	-7.596232	-9.715036	-9.264469	-7.773157	-9.849225	-9.919159	-8.630461	-9.583849	-9.309886	-8.470796
LOC_Os11g29520.1	-7.1874657	-7.317093	-7.5367756	-6.991971	-7.774571	-7.769337	-7.8874063	-9.79542	-8.083029	-9.477527	-9.566195	-9.529527
LOC_Os04g20680.1	-7.8876886	-8.364365	-6.2878036	-7.437008	-7.1475987	-6.0216374	-6.5337067	-4.715307	-5.9502044	-5.217927	-5.9626794	-5.743588
LOC_Os08g27040.1	-2.1650496	-2.2141695	-2.3356032	-1.5234947	-1.9819927	-2.7375917	-3.5009613	-2.7414446	-3.0359745	-2.210267	-1.89499	-2.4627829
LOC_Os05g20304.1	2.790451	2.8926058	2.5056639	1.845849	1.7124529	1.9280863	1.6917486	1.4540577	1.3661804	2.0300045	2.037406	2.0302534
LOC_Os07g32170.2	1.7623339	0.74968433	1.9294262	3.0901356	2.4670773	3.117301	1.6450853	1.1850815	0.88605595	2.9786196	2.4085293	2.2322083
LOC_Os05g32180.1	-2.4278402	-1.8187895	-2.3478408	-1.8345356	-1.678401	-2.024603	-2.8468857	-2.421689	-2.2615604	-2.8470392	-2.499775	-2.2691498
LOC_Os09g36320.1	-4.704975	-5.2686176	-4.993627	-4.6277666	-5.001674	-5.2174816	-4.1668024	-3.0731888	-3.527835	-3.6671705	-4.1432867	-4.072958
LOC_Os08g14940.1	-3.5836482	-3.2141905	-4.655976	-3.975851	-3.847434	-5.513867	-7.6972475	-6.1055827	-6.4802594	-7.2252865	-6.701768	-7.0337896
LOC_Os09g34985.1	-0.62751484	-0.97866344	-1.1971884	-0.7572441	-1.5782166	-1.6762266	-2.8169708	-2.1973295	-1.9387302	-2.1025	-1.4652348	-1.578515
LOC_Os02g47280.2	-5.522627	-5.061743	-4.8855133	-4.799705	-4.5312667	-4.0389237	-1.8078985	-2.176443	-4.7771473	-1.0628967	-1.4556246	-1.3150101
LOC_Os04g44730.1	-7.7117424	-8.813458	-7.590227	-6.2997465	-6.6594744	-6.5150685	-7.4084063	-6.079622	-7.187803	-5.8106112	-5.5225086	-5.929533
LOC_Os02g49620.1	0.6171684	0.9530268	1.3045149	-0.84283733	-0.45718098	-0.003709793	0.4177084	0.61478233	0.36539268	0.14183235	0.019682884	0.03278637
LOC_Os04g53220.1	0.09400177	0.012379646	-0.17649269	0.57653713	0.8058567	0.59031963	0.75478554	0.29640484	0.14328194	0.99802494	0.87336636	0.9192772
LOC_Os04g59160.1	-8.918446	-9.434929	-7.6645594	-9.809823	-8.927007	-7.837599	-4.3507633	-6.653598	-7.7308207	-5.1629796	-4.553371	-4.695218
LOC_Os06g19470.4	0.002271652	-0.18173885	-0.30207825	-0.042461395	-0.5655441	-0.27260876	-1.8725815	-1.7448769	-1.0644369	-1.7810469	-1.2462044	-0.9930153
LOC_Os03g17920.3	-2.9030495	-2.6047487	-3.6019597	-2.9627485	-2.3056755	-3.0673528	-2.7184668	-2.6321383	-3.0413418	-3.0833569	-3.173687	-2.7985373
LOC_Os03g11890.1	-0.85710526	-0.4237938	-1.1168127	-0.7917118	-0.6306963	-1.1775608	-2.8467646	-2.3541965	-2.2649603	-2.3597116	-2.0813332	-2.1735783
LOC_Os07g36080.2	6.2211075	6.0069017	7.280592	5.5337057	5.454962	6.6844473	5.5480356	4.965626	5.480648	4.1095	4.1638412	4.2104025
LOC_Os12g21784.1	-1.0253735	-0.95731926	-1.6401234	0.15616322	0.25193787	-0.9217682	-2.9978952	-4.055336	-1.801281	-3.5698366	-2.2976494	-3.2802773
LOC_Os05g04150.2	-0.6243086	-0.6504955	-0.4672737	-0.4480505	-0.4793434	-0.029280663	0.39522266	0.65141106	-0.008487701	-0.30562973	-0.63888645	-0.43319988
LOC_Os06g45890.1	-3.93468	-3.844256	-2.9647298	-2.3898	-2.5083876	-1.8219881	-1.4071302	-0.3820238	-1.2544603	-0.94705963	-1.8831329	-1.5878134
LOC_Os06g04130.2	1.1633177	1.2187042	1.2989407	1.2796726	1.2669306	1.3428049	1.5644493	1.840703	2.1171656	2.0632143	2.199995	2.0261002
LOC_Os02g42350.1	2.5168734	2.2549553	2.3908825	2.2663698	2.0924177	2.2667656	1.3550396	1.5364313	1.0318422	-0.36862087	-0.12878323	-0.4898262
LOC_Os08g03020.1	-6.990906	-6.5590296	-5.8140216	-4.1623883	-3.77078	-3.4099054	-2.5251122	-0.8833561	-1.7378998	-1.5165491	-2.5248232	-1.9527664
LOC_Os10g07340.1	0.08871269	0.015455246	0.026335716	-0.6441574	-0.7494793	0.19236183	-1.2451344	-1.9260406	-1.7157373	-1.8219442	-1.5167847	-1.4233694
LOC_Os02g35490.1	-6.4567842	-6.341507	-7.1328683	-5.3074317	-5.84526	-6.263127	-5.31981	-4.6068406	-5.2765	-4.4979997	-5.2335362	-5.1020126
LOC_Os06g46410.1	-3.0629282	-3.1116233	-2.645564	-3.0807447	-3.3293924	-3.2259831	-1.2304239	-1.4112015	-1.1201811	-0.857069	-0.25505447	-0.17657375
LOC_Os03g19480.1	-1.800086	-2.3102055	-2.4775133	-2.0020409	-2.709814	-2.3762007	-3.9132924	-2.9387932	-3.0112267	-4.0123863	-4.101902	-3.6247225
LOC_Os02g36030.1	-4.165824	-3.586577	-4.1188955	-2.9301577	-3.0548153	-2.9555073	-6.1618204	-7.4759183	-5.9522424	-9.60874	-4.643801	-6.6397967
LOC_Os03g44200.1	-1.6192293	-2.0864925	-1.4571133	-1.2751522	-1.5697794	-1.1946859	-2.275261	-1.8502254	-1.9317322	-2.1362505	-2.3645916	-2.1748495
LOC_Os07g41720.2	-0.56032944	-0.5043049	-0.5317755	-0.42105198	-0.5454216	-0.30423832	-1.3512812	-1.5897741	-1.2173405	-1.3996105	-1.0344839	-0.9864187
LOC_Os09g25900.1	-1.6097431	-1.9940882	-0.8249693	-1.2807541	-1.1786108	0.078214645	0.052954674	-0.5854044	0.066693306	-0.07345581	0.08671284	0.28073502
LOC_Os10g37240.4	-1.7639599	-2.2797956	-1.5887556	-1.0726681	-1.4615898	-1.0759621	0.328969	0.037462234	1.3740625	0.45432186	1.1234703	1.0250063
LOC_Os01g53930.2	-0.37953186	-0.8746729	-0.40947723	-1.2688265	-1.2881594	-1.0971775	-0.7675905	-1.4208746	-0.36725616	-1.3715639	-1.0661335	-1.1570053
LOC_Os12g38051.1	-8.995668	-9.462445	-7.3531985	-9.843013	-9.391627	-7.8406706	-3.9528837	-2.6363344	-3.2728195	-2.3187943	-2.927966	-3.6820478
LOC_Os12g07110.2	4.736725	4.6930704	4.9133387	3.9809942	4.315625	4.4360075	2.5796566	1.8345423	2.574195	0.6063242	1.93964	1.4882507
LOC_Os09g12230.1	-1.7714186	-1.7198248	-1.5181599	-1.2182894	-1.2176914	-1.212801	-1.69806	-0.6051254	-1.6696453	-0.97420025	-1.5879469	-1.4934168
LOC_Os10g13694.3	-0.73645496	-0.18115139	-0.6073017	-0.8785839	-1.0015097	-1.0893621	-3.1598024	-2.6338654	-1.6210995	-3.094513	-2.407587	-2.3029728
LOC_Os09g37020.3	0.90849495	0.585742	0.89336777	1.2496624	1.3030376	1.1625147	0.5675173	0.62763405	0.8666229	0.5690098	0.85905075	0.9218197
LOC_Os07g29224.1	-3.4234672	-3.9353957	-3.9242606	-3.251274	-3.783259	-4.380602	-6.5585914	-5.617046	-5.3095226	-5.6823378	-5.236723	-5.328446
LOC_Os02g07720.3	2.2696257	2.3652182	2.047412	2.7200022	2.6130877	2.5815258	2.782402	2.720315	2.746745	2.7411327	2.4707432	2.8885775
LOC_Os03g10080.1	2.3168812	1.7967834	2.0776815	0.83626556	0.91471577	0.7402859	-0.83215714	-0.31266308	-1.1269064	-1.8060637	-1.9633007	-2.0501204
LOC_Os06g44230.1	-0.18011475	0.73331165	-0.65771866	-3.1448221	-2.3949623	-3.5866513	-2.1766443	-1.9295769	-1.424345	-3.402956	-2.3707485	-2.3990316
LOC_Os07g46320.1	-1.1605291	-2.0896597	0.01495266	-3.7355623	-3.4252105	-1.5014086	-0.92902184	-0.32458973	-0.89816666	-3.7848053	-3.4721336	-3.9398127
