probeName	GSM534579	GSM534580	GSM534581	GSM534582	GSM534583	GSM534584	GSM534585	GSM534586	GSM534587	GSM534588	GSM534589	GSM534590	GSM534591	GSM534592	GSM534593	GSM534594	GSM534595	GSM534596	GSM534597	GSM534598	GSM534599	GSM534600	GSM534601	GSM534602	GSM534603	GSM534604	GSM534605	GSM534606	GSM534607	GSM534608	GSM534609	GSM534610	GSM534611	GSM534612	GSM534613	GSM534614	GSM534615	GSM534616	GSM534617	GSM534618	GSM534619	GSM534620	GSM534621	GSM534622	GSM534623	GSM534624	GSM534625	GSM534626	GSM534627	GSM534628	GSM534629	GSM534630	GSM534631	GSM534632	GSM534633	GSM534634	GSM534635	GSM534636	GSM534637	GSM534638	GSM534639	GSM534640	GSM534641	GSM534642	GSM534643	GSM534644	GSM534645	GSM534646	GSM534647	GSM534648	GSM534649	GSM534650	GSM534651	GSM534652	GSM534653	GSM534654	GSM534655	GSM534656	GSM534657	GSM534658	GSM534659	GSM534660	GSM534661	GSM534662	GSM534663	GSM534664	GSM534665	GSM534666	GSM534667	GSM534668	GSM534669	GSM534670	GSM534671	GSM534672	GSM534673	GSM534674	GSM534675	GSM534676	GSM534677	GSM534678	GSM534679	GSM534680	GSM534681	GSM534682	GSM534683	GSM534685	GSM534686	GSM534687	GSM534688	GSM534689	GSM534690	GSM534691	GSM534692	GSM534693	GSM534694	GSM534695	GSM534696	GSM534697	GSM534698	GSM534699	GSM534700	GSM534701	GSM534702	GSM534703	GSM534704	GSM534705	GSM534706	GSM534707	GSM534708	GSM534709	GSM534710	GSM534711	GSM534712	GSM534713	GSM534714	GSM534715	GSM534716	GSM534717	GSM534718	GSM534719	GSM534720	GSM534721	GSM534722
osa-miR166h_Mature-1	-4.899732	-5.9585514	-4.4368324	-5.428791	-6.5344396	-4.9186816	-4.0168924	-6.4919224	-6.743765	-6.993038	-7.158065	-3.088047	-5.064743	-6.5324726	-4.65759	-7.3585243	-6.892825	-4.601579	-5.3307977	-5.019084	-5.6807876	-4.858916	-5.1450415	-4.7711415	-3.2823057	-5.2300596	-4.8283114	-2.8964834	-5.787232	-3.2019439	-5.811179	-5.726923	-4.8774743	-4.852206	-4.616195	-3.8078976	-3.985149	-4.156281	-4.8934083	-3.7510028	-3.4664283	-4.4178658	-4.6179466	-5.296214	-5.176562	-5.5885124	-4.490297	-5.789353	-6.5106273	-6.639287	-5.3643427	-3.4426012	-6.1933155	-5.944097	-4.244425	-3.3957148	-3.2649012	-4.3005857	-4.2925835	-3.9212704	-4.466802	-4.130807	-4.8819942	-2.8233051	-2.5667238	-3.5480251	-2.9872684	-3.3903942	-5.54174	-6.953972	-4.8811073	-7.325313	-7.8533173	-6.64469	-4.648323	-4.7553215	-4.0933304	-3.855219	-3.2846584	-3.4718666	-2.7359934	-2.7982693	-3.0572739	-5.61331	-5.334614	-5.172852	-6.2236986	-4.875047	-5.08709	-4.887093	-5.0486946	-3.9322758	-5.039987	-4.8700495	-3.7655497	-5.472877	-6.2143407	-5.2864904	-6.225345	-4.817767	-5.2742	-4.39124	-5.569669	-3.7239633	-5.508385	-5.3036966	-5.4297085	-8.286321	-7.9073296	-8.844361	-8.748588	-6.5269966	-5.3365254	-4.425855	-4.505898	-4.632908	-3.006444	-3.6088176	-3.9115715	-3.581348	-3.4930725	-2.8820257	-1.8831491	-2.0385962	-2.1068783	-3.5724425	-2.231987	-1.9185295	-7.3893085	-7.5279837	-6.4279	-7.302746	-6.164302	-6.687815	-6.749301	-6.610343	-6.412695	-6.7946825	-6.892499	-7.4853706	-6.9594254	-7.634261	-8.149403
osa-miR166h_Mature-2	-4.9823685	-5.653682	-4.419257	-5.1751013	-5.883748	-4.9432464	-6.4767876	-6.2767286	-6.4650397	-7.4738	-6.841654	-2.6566782	-7.9401546	-6.537601	-4.6951213	-7.2763596	-7.2369685	-4.4107385	-5.3677816	-4.975798	-5.3337183	-4.8913145	-5.124533	-4.648307	-2.816638	-4.053099	-4.7363153	-2.8539543	-5.6331434	-3.1649175	-5.6943927	-5.694648	-4.81335	-4.8569164	-4.603284	-3.8284354	-4.0443068	-4.31145	-4.7590384	-3.603128	-3.5202432	-4.422292	-4.612505	-5.353199	-4.8998475	-5.9455657	-4.5884056	-5.65044	-6.6819654	-6.801457	-5.3792644	-3.4773264	-6.282954	-5.954273	-4.591891	-3.4687066	-3.275341	-4.361906	-4.3640766	-4.101269	-4.3525496	-4.0644574	-4.6095543	-2.8124275	-2.544466	-3.6023674	-3.0064383	-3.455227	-5.7005424	-6.9268427	-4.7760863	-6.78825	-7.4729047	-6.577804	-4.7162337	-4.8700333	-4.0571322	-3.9181771	-3.2698793	-3.4630327	-2.7689018	-2.8718977	-2.9768724	-6.093232	-5.3420944	-5.493504	-5.2858834	-4.850616	-4.933311	-5.0018897	-5.00378	-4.0005956	-5.0361233	-5.0903463	-3.8324914	-5.5057745	-6.3139653	-5.205955	-5.806504	-4.7818274	-4.969185	-4.3669233	-5.6001816	-3.711545	-5.434496	-5.2947316	-5.42256	-8.2155485	-7.3538656	-7.862013	-8.608522	-6.6103125	-7.375285	-4.3966713	-4.4817586	-4.5727687	-2.959507	-3.8405662	-4.025046	-3.2347918	-3.927343	-2.8825016	-1.9860725	-2.1106253	-2.2964745	-3.1373553	-2.2656126	-2.6705513	-7.442748	-6.799017	-6.5110664	-6.4334145	-6.110118	-6.006014	-6.7133527	-6.242044	-6.4651623	-6.992863	-7.1270986	-7.4278917	-6.737191	-7.426914	-8.076422
osa-miR166i_3'seq-1	-8.72006	-6.450966	-7.4875584	-9.561192	-9.116622	-7.697044	-8.67556	-7.9358497	-8.474155	-9.034289	-9.985143	-7.252035	-8.110575	-8.277647	-8.176095	-8.322427	-9.57573	-8.8072605	-6.771502	-8.104157	-8.50149	-6.5489726	-6.2048807	-6.9616814	-6.884383	-5.7436304	-6.936126	-8.133633	-9.473063	-7.3626313	-5.8133936	-4.871283	-6.087172	-5.67517	-3.7277117	-4.366815	-3.9585085	-4.2165055	-6.3896804	-6.307724	-4.697358	-6.3842773	-6.042212	-5.810077	-6.313046	-8.935827	-5.151588	-8.851536	-9.280185	-9.776557	-8.254919	-7.493601	-9.832001	-8.825678	-7.121708	-6.4007955	-6.1620092	-6.9493694	-7.804115	-7.0960913	-6.4961815	-6.722974	-7.768683	-6.124369	-5.187103	-6.385093	-5.845042	-5.678274	-7.148474	-8.279252	-7.8843393	-7.7204432	-9.045645	-8.053623	-6.5270185	-6.2789016	-5.8869023	-5.9435763	-5.5136538	-6.081611	-5.3736753	-5.466529	-5.8323617	-4.3618774	-5.327117	-5.5091777	-4.8296323	-5.239376	-5.018775	-6.0599103	-6.0198503	-6.219151	-5.9840884	-5.81839	-5.788448	-8.156843	-9.132294	-8.005685	-9.044319	-8.373138	-9.103392	-6.8967624	-6.337896	-6.0062976	-8.241961	-7.872054	-7.496748	-9.385626	-8.926384	-9.418177	-8.053423	-8.154816	-9.579379	-7.3995366	-7.4123473	-8.0079155	-5.8040056	-5.9699974	-6.0946484	-5.721952	-5.868692	-5.2265964	-4.9593687	-5.4040866	-5.2176166	-5.1762223	-5.1873646	-5.196043	-8.204557	-7.657181	-8.424169	-8.094991	-8.3312645	-8.289019	-7.7308836	-7.8473544	-8.164429	-6.969114	-7.0646544	-6.692547	-7.740196	-8.114991	-7.957206
osa-miR166i_3'seq-2	-7.694727	-7.660284	-7.414956	-8.263394	-8.755539	-7.6299458	-8.640717	-8.738411	-8.417414	-8.996276	-10.042113	-6.942424	-8.021463	-9.169353	-8.223944	-8.243643	-9.86298	-8.810547	-6.93772	-7.9935884	-7.7662096	-6.448552	-6.0322886	-6.954418	-5.375186	-4.522015	-6.82762	-8.361202	-8.448186	-6.866254	-5.463688	-4.759674	-6.292068	-5.722844	-3.9488626	-4.3853674	-3.8963017	-4.425495	-5.917461	-6.5943995	-4.7192607	-6.0792856	-6.0762362	-5.5875716	-6.1718297	-8.391416	-5.201342	-8.748827	-9.434254	-9.64696	-8.201392	-8.476322	-8.736044	-8.7096195	-7.1249013	-6.098042	-6.9015164	-7.0539265	-7.816814	-7.3822255	-6.9943423	-6.6642895	-7.8846846	-5.7650175	-5.050352	-6.11364	-5.7025843	-5.572122	-7.787632	-9.37735	-7.543569	-8.45338	-7.602601	-7.694049	-6.394158	-6.4146004	-6.0102844	-5.9082212	-5.675768	-5.97602	-5.326625	-5.4905314	-5.617321	-4.5928946	-5.498005	-5.7728486	-4.789841	-4.934825	-4.8106346	-6.1762896	-6.1599164	-5.9795585	-6.0239305	-6.205747	-5.7111864	-7.648281	-9.022231	-9.242685	-9.351437	-8.081471	-8.999573	-6.905782	-6.23218	-5.7295523	-8.092304	-8.487417	-8.891845	-9.307546	-8.822866	-9.603086	-8.572273	-9.075154	-8.822618	-7.2432694	-7.3623524	-7.320956	-5.6464853	-5.9919114	-6.197898	-5.319151	-5.5528145	-5.3389163	-4.5945582	-5.09743	-5.034881	-5.104153	-4.819376	-5.1934805	-8.134486	-7.5734863	-8.332048	-8.010474	-8.267601	-8.233806	-7.666034	-7.762186	-8.086463	-6.866051	-7.01161	-7.243989	-7.655258	-8.072247	-7.9081197
osa-miR166i_5'seq-1	-8.998533	-9.476439	-7.683676	-9.857457	-9.40035	-5.595313	-7.870721	-9.468284	-8.686784	-9.107517	-10.328158	-8.760002	-8.345246	-9.452113	-8.350899	-8.540339	-10.125931	-8.866545	-9.904228	-10.006605	-8.659134	-9.681276	-9.57962	-9.65145	-7.107878	-5.9731374	-6.788661	-9.367823	-9.686963	-7.6089916	-8.495799	-7.44769	-7.405584	-9.222916	-6.0055156	-8.080927	-5.562193	-7.008265	-8.919437	-8.303961	-7.955683	-9.52399	-10.224331	-9.359691	-8.395482	-9.917778	-10.016146	-9.076594	-9.532749	-9.845104	-8.472342	-9.745585	-10.271245	-9.054155	-9.574403	-10.022997	-8.383073	-9.96043	-9.639585	-8.274891	-8.90032	-10.50419	-8.192356	-8.220141	-8.314269	-9.162847	-9.327734	-8.86289	-9.829728	-9.827923	-9.99593	-9.691727	-10.002001	-9.851596	-9.945828	-8.534279	-9.762855	-8.436869	-7.8760858	-9.679278	-10.297609	-9.300724	-9.461363	-8.250394	-8.788959	-7.511257	-8.017101	-8.292858	-7.837538	-8.740434	-8.797809	-9.240357	-9.236605	-8.565749	-8.929177	-10.459465	-9.263738	-5.103052	-9.61926	-10.43252	-9.481811	-9.909157	-9.83126	-7.6461396	-8.5395775	-10.022411	-9.208101	-9.603336	-9.154484	-9.929467	-8.88578	-9.366988	-9.839033	-10.086247	-10.162958	-10.151715	-9.876647	-9.721496	-9.483491	-8.711566	-8.874811	-8.950315	-8.6580105	-8.8221245	-7.094599	-5.4085617	-8.805043	-8.620888	-8.433651	-7.875503	-8.6846075	-8.386504	-8.580098	-8.539603	-6.230381	-8.149829	-8.430826	-7.185493	-7.339732	-7.605874	-8.044	-8.391347	-8.196085
osa-miR166i_5'seq-2	-8.961883	-9.460174	-7.666067	-9.837042	-9.395261	-6.946845	-8.745353	-5.5768156	-8.682623	-9.097578	-10.2976885	-7.9897356	-8.315291	-9.423929	-8.380158	-4.9169846	-9.824506	-8.943956	-9.879432	-8.946658	-8.6826315	-9.670743	-8.860617	-9.652965	-7.108463	-5.958557	-7.1017604	-9.228839	-9.666677	-7.5913296	-7.771249	-8.274052	-9.407418	-9.213688	-6.208877	-7.0608287	-5.499398	-5.6151266	-8.905588	-8.27375	-7.588979	-9.510605	-10.198793	-10.261563	-8.391232	-9.845953	-9.580299	-9.073425	-9.522137	-6.4357758	-8.469636	-9.717921	-8.630433	-9.039535	-7.7501473	-9.947111	-8.358381	-9.967308	-9.614451	-8.270019	-8.881189	-10.197961	-8.176937	-8.989733	-7.9425006	-9.405523	-9.7312155	-7.1882668	-9.800297	-9.834889	-9.991039	-6.017815	-9.976699	-9.36878	-9.388563	-8.523876	-9.796669	-8.82654	-8.2374	-8.246713	-9.17544	-6.9981866	-10.0967865	-8.236277	-8.762341	-8.577999	-7.9929056	-7.991622	-7.8504405	-3.976172	-9.145585	-8.395465	-8.372052	-8.533749	-8.372976	-9.513451	-9.290677	-8.72274	-9.578606	-10.436497	-9.473005	-9.9994335	-8.243148	-8.130167	-5.7775793	-9.535396	-9.196556	-7.774759	-9.118075	-9.900962	-8.847992	-9.353739	-9.80328	-10.092132	-10.1616125	-10.139527	-9.882571	-9.688002	-9.454661	-8.676591	-8.86108	-8.930422	-7.3697195	-8.827467	-8.374548	-5.395057	-8.799556	-8.614256	-8.409626	-7.8559237	-8.664843	-7.87527	-8.572667	-8.533086	-7.966034	-6.8596897	-8.441301	-7.22876	-6.7065015	-7.603771	-8.037001	-6.845257	-7.3486037
osa-miR166i_Mature-1	-8.891208	-9.318242	-7.586036	-9.744332	-9.26232	-6.4196396	-8.015689	-9.320133	-8.5869465	-7.505214	-7.51021	-8.0283985	-8.241318	-9.31486	-8.209922	-8.397208	-9.982484	-8.74116	-8.118784	-8.581697	-8.5090475	-7.2403164	-6.8729544	-6.594173	-4.916027	-5.8760653	-7.0348186	-7.920854	-9.5002	-7.487518	-7.0875196	-7.32498	-7.072189	-6.0147595	-6.1248665	-5.3451667	-5.762194	-6.1799703	-6.647447	-5.180112	-5.1011977	-6.425891	-6.4575834	-7.8524203	-7.94181	-7.9252605	-6.701665	-8.97961	-9.467351	-9.21666	-8.368913	-6.142709	-10.087149	-8.48984	-5.8626275	-4.7052	-4.883608	-5.7351184	-5.9356217	-5.810785	-5.956929	-5.6421766	-6.9583716	-3.6303792	-4.1019735	-5.0757937	-4.515356	-5.2206044	-7.2231455	-9.651861	-6.4532027	-9.172892	-9.804502	-7.89767	-6.150806	-6.414254	-5.842696	-5.569684	-4.887936	-4.915704	-4.1117887	-4.2406282	-4.5754404	-6.8254623	-6.799998	-6.7100487	-6.8649454	-6.1421585	-7.5032244	-6.850551	-6.457695	-5.6293683	-6.5120196	-6.9043145	-5.184436	-10.35405	-8.879739	-8.305736	-9.528366	-8.104757	-7.978756	-6.2085366	-7.7361608	-5.5396442	-7.7661324	-7.1315384	-7.3175745	-9.471504	-9.03348	-9.808592	-8.757009	-8.349331	-9.724046	-6.4911103	-6.4721527	-6.493155	-4.641177	-5.6949677	-5.8887663	-5.6248274	-5.6769366	-4.657791	-3.520835	-3.5493984	-3.9014935	-5.285379	-3.8446898	-4.0363145	-8.292855	-7.7342424	-8.564334	-8.250269	-8.511312	-8.485281	-7.899284	-8.017112	-8.323324	-6.8079967	-7.1859474	-6.5549145	-7.929108	-8.297483	-8.15312
osa-miR166i_Mature-2	-7.0681305	-5.2540145	-7.561611	-7.098802	-5.307141	-7.802325	-8.365848	-8.921694	-8.609681	-5.529323	-10.197298	-8.103731	-6.6945496	-9.355794	-8.309056	-5.997871	-10.046646	-8.891523	-7.9590864	-8.234141	-8.616062	-7.642391	-7.021079	-6.622069	-7.0477333	-5.8681207	-7.0321126	-7.7583456	-9.61433	-7.501127	-7.165587	-7.6600885	-6.676876	-5.425677	-6.229932	-5.403497	-4.472903	-5.818268	-6.684558	-4.9779277	-5.1130633	-6.196266	-6.614297	-8.48648	-7.9937687	-9.252527	-6.5100474	-9.008165	-9.4901	-9.740791	-5.95549	-6.4559045	-7.9703255	-8.957279	-5.605828	-4.836045	-4.94899	-5.681223	-5.9247766	-5.679872	-4.3653274	-5.497549	-5.9074435	-4.2336698	-4.2219224	-5.0628624	-4.291921	-5.2565784	-6.427357	-5.0684185	-6.2728095	-9.379178	-9.57433	-8.216359	-6.2496343	-6.4305506	-5.8370323	-5.5215163	-4.832378	-5.0693064	-4.1488967	-4.285948	-4.4991155	-8.14462	-7.988142	-7.221005	-7.5104856	-6.592303	-7.3647156	-4.5038013	-6.5534186	-5.6294537	-6.735763	-6.5608983	-5.6115227	-9.276101	-9.214038	-7.7418027	-8.434181	-8.162722	-7.662316	-6.1405907	-8.082968	-5.603114	-8.159412	-6.7688737	-7.7359877	-8.677782	-9.043215	-9.818662	-8.759974	-8.590219	-9.732975	-6.261308	-6.264152	-6.3494725	-4.6724744	-5.3915973	-5.677764	-5.7189546	-5.180902	-4.7423825	-3.5026884	-3.6896892	-0.86937714	-5.009097	-3.8859754	-4.27332	-8.362731	-7.782054	-8.563861	-8.2757	-8.504436	-7.982384	-7.8884315	-6.431509	-7.488535	-7.1277394	-7.2448006	-6.1890297	-7.9269605	-7.0047884	-8.152466
osa-miR166k_3'seq-1	-8.673228	-8.512794	-7.5224943	-9.621293	-9.08292	-7.70936	-8.714899	-8.753628	-8.404537	-9.069296	-8.421787	-7.9646273	-8.152742	-8.313066	-8.271796	-8.372536	-7.781253	-8.882553	-8.678579	-8.320913	-8.575121	-7.4366493	-7.6539106	-8.344023	-6.935203	-5.7687483	-6.962909	-9.170743	-8.0129595	-7.394587	-6.6251664	-7.2770877	-9.235617	-9.088938	-6.022334	-9.1001	-4.7153516	-5.882032	-8.386179	-7.6800666	-5.979971	-8.316406	-7.6724176	-9.250415	-6.216428	-9.087907	-7.998795	-8.892433	-9.486435	-9.747476	-8.313042	-9.594147	-9.196364	-8.8544445	-5.035607	-4.323956	-3.999206	-5.9359117	-5.828517	-5.853095	-5.236986	-5.4108033	-6.420539	-4.0629873	-3.5251079	-3.7817926	-3.173028	-3.2647223	-7.2399364	-7.0069866	-7.532995	-9.579785	-9.37907	-7.723386	-5.683048	-5.794819	-4.6657987	-5.3171473	-5.6494737	-6.182944	-5.693248	-6.451963	-6.0962343	-5.3264403	-4.925939	-7.0323124	-4.7235513	-4.2973466	-6.5780487	-5.62784	-5.897065	-5.2664695	-5.624754	-4.9679008	-4.8511252	-8.402283	-9.143014	-9.418632	-7.570015	-8.493027	-9.175702	-7.255872	-6.7359767	-6.234093	-6.5742564	-6.3133373	-7.6040144	-8.05444	-7.5041327	-8.296892	-8.699245	-8.059246	-8.808411	-6.6144576	-8.790056	-8.102261	-7.548657	-7.2163067	-7.4066844	-7.741873	-7.5166893	-7.186067	-7.5015574	-7.0033455	-8.228856	-5.2435913	-8.605454	-8.478758	-8.269135	-7.701215	-8.463663	-8.143148	-8.307943	-8.336289	-7.7822666	-7.9043465	-8.219107	-7.018355	-7.144088	-7.3775663	-7.797421	-8.216673	-8.02864
osa-miR166k_3'seq-2	-8.679044	-9.124605	-7.342828	-8.835392	-9.049974	-7.5878496	-8.61311	-9.120672	-8.375764	-8.052263	-7.5179453	-8.356478	-7.9695773	-8.538223	-7.806165	-8.172478	-8.370194	-8.782622	-8.303984	-9.112295	-8.469773	-7.165877	-7.2672443	-8.159375	-6.7395725	-5.607099	-6.800253	-8.755881	-8.0933075	-7.244954	-9.176848	-7.15191	-9.048547	-8.9251375	-5.9464602	-8.821033	-4.3426447	-5.8613563	-8.586781	-6.8899484	-6.5604978	-8.542158	-8.157997	-8.934343	-6.974642	-9.756804	-8.008648	-8.094121	-9.430285	-9.782892	-8.150855	-8.680874	-9.329058	-8.710084	-5.095791	-4.4608912	-4.171941	-6.04401	-6.2575936	-5.880021	-5.5395403	-5.388809	-6.2010484	-4.0718403	-3.507218	-3.9164877	-3.1624775	-3.259428	-6.9558535	-7.6130867	-7.792275	-9.446724	-8.904864	-8.46518	-5.685905	-5.757985	-4.7040696	-5.5269437	-5.640583	-6.3734555	-5.7502575	-6.196314	-6.057561	-5.2667923	-5.314743	-6.9232826	-4.608401	-4.2874827	-7.3901906	-5.9375863	-5.8408165	-5.0622854	-5.552544	-5.438082	-5.0949354	-8.811746	-7.7191153	-8.773449	-9.279383	-8.54067	-8.9846	-6.855652	-7.0331693	-6.328574	-6.699691	-6.344604	-7.7499332	-7.8053474	-6.4591866	-7.805148	-8.324711	-7.5081396	-9.4734	-7.5293784	-9.827355	-5.897097	-7.2890987	-8.431156	-8.07175	-7.1325054	-8.391135	-6.9185205	-8.883867	-7.79165	-7.706212	-5.033222	-8.204717	-8.221674	-8.081831	-7.5300674	-8.3320465	-7.943156	-7.5923815	-8.208254	-7.6533995	-7.747573	-8.092655	-6.7383566	-6.9553895	-7.2401657	-7.669561	-8.035324	-7.8818855
osa-miR166k_5'seq-1	-8.750496	-8.179787	-7.497943	-9.592149	-8.995073	-7.1274652	-8.5384445	-8.456541	-6.5263004	-8.917754	-10.110244	-7.100728	-8.113383	-8.018169	-8.100572	-8.313208	-9.475958	-7.7997274	-8.9618435	-8.137279	-8.401912	-8.25997	-7.1301017	-8.658015	-6.896962	-5.749353	-6.2509575	-8.923715	-7.9132805	-7.3765287	-5.930947	-5.5246034	-7.697768	-6.222648	-4.3311334	-5.011593	-3.5223427	-5.0345535	-7.573141	-6.377436	-5.479885	-7.455324	-7.8513594	-7.874373	-8.221886	-8.118937	-8.138441	-8.888372	-8.072849	-9.729182	-4.6402473	-6.836698	-7.7952647	-8.859968	-6.006506	-4.9362664	-4.783794	-6.1127753	-6.617131	-6.2172112	-5.954035	-5.7068906	-6.5001764	-4.95241	-4.406446	-4.868313	-4.1921873	-4.3822675	-7.4562063	-7.889574	-7.0847664	-7.995009	-7.865184	-7.7273197	-6.021537	-6.0134544	-5.2920585	-5.7144756	-5.840262	-6.1803617	-6.135061	-6.8762794	-5.995107	-5.508702	-5.8423853	-7.0382566	-6.121541	-4.961901	-6.3513584	-6.2992277	-5.880436	-5.7454357	-5.961552	-6.0801735	-5.9777493	-7.7709265	-7.474131	-7.8527775	-9.426754	-7.182998	-8.089848	-6.8724713	-6.173697	-5.7771287	-8.3554125	-8.093199	-7.290727	-7.8864527	-8.492579	-7.3082323	-8.674275	-8.737604	-7.0383997	-6.2853837	-7.4160733	-7.568587	-7.588862	-8.029989	-8.065436	-8.456943	-8.595844	-7.461911	-7.5629177	-7.2334013	-7.667263	-5.195161	-8.247339	-6.4649277	-7.389419	-7.674283	-8.048028	-6.5499296	-6.1684847	-7.317026	-7.1827765	-6.3053017	-7.8012514	-3.5863228	-3.7525773	-4.406949	-5.9954157	-3.31811	-4.6617856
osa-miR166k_5'seq-2	-8.665228	-8.872439	-7.3506603	-9.478576	-9.0456705	-7.5897455	-8.575529	-9.128904	-8.377531	-9.001802	-9.970229	-7.234267	-7.9708433	-9.060719	-8.162772	-8.175336	-9.783302	-8.765322	-8.1133795	-9.18129	-8.455029	-8.081902	-7.205881	-9.262049	-6.7320013	-5.6079063	-6.8001204	-8.682072	-9.377611	-7.240855	-5.875143	-5.5313654	-7.2840614	-6.1617227	-4.3485456	-4.7904925	-3.8296661	-4.8278413	-8.577057	-6.567491	-5.5742903	-7.4562197	-7.9722023	-8.750287	-4.851887	-9.397016	-8.14717	-8.322893	-7.9033065	-8.316797	-5.0140486	-7.428425	-7.6328163	-8.629176	-5.9088597	-5.036123	-5.005748	-6.19505	-6.665805	-6.6187167	-6.6794424	-5.8948784	-6.745538	-5.0298543	-4.3731084	-4.91222	-4.2996235	-4.4649405	-7.3076844	-9.040805	-7.3435106	-8.3361025	-8.155451	-7.5093822	-6.13452	-6.203737	-5.4389615	-5.7164874	-6.0894833	-6.327394	-6.365257	-7.322681	-6.1960006	-6.3778777	-6.062299	-7.742531	-4.876392	-5.3506546	-6.167053	-6.3502936	-6.259146	-5.7566404	-5.95622	-6.130338	-5.7699924	-8.894918	-8.846874	-7.3472157	-9.26693	-7.6976514	-7.6284285	-7.164586	-6.4317927	-5.9522023	-8.217534	-8.911585	-7.5981936	-8.250599	-8.792959	-8.600905	-8.532934	-8.45086	-6.1177454	-7.538963	-7.097133	-7.5009947	-7.854702	-9.029459	-8.732517	-8.54494	-8.520312	-8.610513	-7.611436	-8.39738	-7.980365	-5.022564	-8.427754	-7.4246745	-7.2116413	-7.5258946	-8.32837	-4.2286515	-5.981576	-6.939934	-6.300055	-7.4496746	-7.906263	-2.9994454	-5.5390215	-4.968404	-6.3819656	-6.020696	-5.8972807
osa-miR166k_Mature-1	-8.623151	-6.7888274	-7.5340652	-8.815164	-7.567528	-7.730419	-8.709302	-9.209365	-7.6730046	-9.047631	-8.745039	-8.586139	-8.173637	-9.2859535	-8.283762	-8.377308	-9.978348	-8.869385	-8.6199255	-8.726352	-8.582719	-8.147629	-7.5520196	-7.9231353	-6.9539185	-5.7765274	-6.950813	-8.658152	-7.8337193	-7.3958306	-7.2748823	-6.610811	-9.25294	-7.6430473	-5.229691	-8.245972	-4.8358717	-6.344295	-8.736764	-8.4550905	-6.5908556	-8.32299	-9.771759	-10.013566	-8.245903	-9.842152	-9.698961	-8.9036665	-9.484156	-9.688306	-8.338678	-6.288716	-9.249416	-8.863639	-6.967915	-5.858406	-5.9326825	-7.3620386	-7.6809964	-7.821125	-6.281155	-6.791732	-8.025549	-5.491654	-4.930616	-5.246331	-4.791805	-4.5381165	-9.047856	-8.892496	-8.400777	-9.59258	-9.778451	-9.675991	-7.470569	-7.6117783	-6.0769076	-7.082799	-6.8224716	-6.226955	-6.7903543	-7.054858	-7.222653	-8.050011	-7.194972	-8.380424	-7.599752	-5.9880457	-7.603254	-7.3476872	-7.4252205	-6.866991	-7.7503767	-6.636909	-6.076796	-8.988136	-8.919497	-9.435976	-8.983268	-10.200799	-9.199379	-8.165451	-8.172303	-6.9919343	-6.5304995	-6.20253	-7.5356307	-5.904503	-8.096385	-8.296663	-8.690286	-8.14669	-8.277818	-8.690943	-8.428455	-9.347133	-7.954601	-9.633229	-9.260215	-7.3056087	-8.716227	-5.628794	-8.3288145	-7.8465767	-8.263772	-5.2611566	-8.621478	-8.493594	-8.2875595	-7.702482	-8.471827	-7.544064	-7.5092707	-7.5980816	-7.8063545	-7.9306045	-8.2412	-7.030004	-7.1621904	-7.4043465	-7.812877	-8.249601	-8.058571
osa-miR166k_Mature-2	-8.644529	-9.143076	-7.449057	-9.541256	-9.048178	-7.6826563	-8.354145	-9.109617	-8.457107	-8.752993	-10.040828	-8.518122	-8.074089	-9.181336	-7.9687285	-8.270101	-9.884312	-7.7513037	-8.207188	-8.890969	-8.262623	-8.785019	-7.6077743	-7.598738	-6.790231	-5.664403	-6.843668	-8.59101	-9.422965	-7.3168283	-7.093022	-6.63696	-9.150652	-7.2133284	-5.2921414	-7.5936036	-5.7893987	-6.196811	-8.739116	-8.392399	-6.69174	-8.030695	-9.270413	-9.940386	-8.139759	-9.530797	-8.898534	-8.826747	-9.198014	-9.586618	-8.26449	-9.449915	-9.5692	-8.779623	-7.301112	-6.0149837	-5.6400623	-7.1803055	-8.245185	-6.83263	-7.50964	-6.4753838	-7.942752	-5.656626	-5.039909	-5.307132	-4.7095857	-4.502872	-9.007558	-9.58174	-8.630474	-9.492846	-9.650461	-9.539257	-7.6001253	-7.569545	-6.188547	-7.182912	-7.026085	-7.7034645	-6.540131	-7.302433	-6.637873	-8.014095	-7.1238284	-7.244025	-7.6988745	-6.0702243	-7.4660873	-7.238736	-7.7104836	-6.762382	-7.984844	-6.085142	-6.314165	-10.229474	-9.045617	-9.283653	-9.385131	-10.23318	-9.062225	-8.179602	-7.9480114	-7.0160084	-6.8941226	-6.55061	-7.153959	-9.354557	-8.866337	-9.647781	-8.600964	-7.8890567	-8.835172	-9.810381	-9.892677	-9.901923	-8.672226	-8.05817	-8.92121	-8.15599	-7.628355	-8.645791	-9.039539	-8.515176	-8.045994	-5.1437807	-7.758641	-7.9236145	-8.150388	-7.620082	-8.401898	-8.037828	-7.1250277	-8.293721	-7.716844	-7.88033	-7.1742897	-6.867682	-7.0312796	-6.6030846	-7.7287593	-8.145672	-7.469763
