probeName	Anther_0.3-0.6 mm	Anther_0.7-1.0 mm	Anther_1.2-1.5 mm	Anther_1.6-2.0 mm	Embryo_07 DAF	Embryo_10 DAF	Embryo_14 DAF	Embryo_28 DAF	Embryo_42 DAF	Endosperm_07 DAF	Endosperm_10 DAF	Endosperm_14 DAF	Endosperm_28 DAF	Endosperm_42 DAF	Inflorescence_0.6-1.0 mm	Inflorescence_3.0-4.0 mm	Inflorescence_5.0-10 mm	LeafBlade_125DAT_12:00	LeafBlade_125DAT_24:00	LeafBlade_27DAT_12:00	LeafBlade_27DAT_24:00	LeafBlade_76DAT_12:00	LeafBlade_76DAT_24:00	LeafSheath_27DAT_12:00	LeafSheath_27DAT_24:00	LeafSheath_76DAT_12:00	LeafSheath_76DAT_24:00	Lemma_1.5-2.0 mm floret	Lemma_4.0-5.0 mm floret	Lemma_7.0 mm floret	Ovary_01 DAF	Ovary_03 DAF	Ovary_05 DAF	Ovary_07 DAF	Palea_1.5-2.0 mm floret	Palea_4.0-5.0 mm floret	Palea_7.0 mm floret	Pistil_05-10 cm inflorescence	Pistil_10-14 cm inflorescence	Pistil_14-18 cm inflorescence	Root_27DAT_12:00	Root_27DAT_24:00	Root_76DAT_12:00	Root_76DAT_24:00	Stem_83DAT_12:00	Stem_83DAT_24:00	Stem_90DAT_12:00	Stem_90DAT_24:00
osa-miR167a_Mature	-9.2833115	-8.551770333333332	-9.566168500000002	-9.673328333333332	-9.953097333333332	-9.270805666666666	-8.332524166666667	-8.647568999999999	-7.365237233333332	-7.7891538	-7.627376766666667	-7.087570166666667	-6.497281	-7.264611766666666	-9.040119166666667	-9.116237333333332	-8.710266666666667	-8.567657000000002	-9.038604166666666	-8.546718333333333	-8.8677248	-8.837290000000001	-9.262581333333332	-9.383799166666668	-8.864984333333334	-5.748591333333334	-8.171273333333334	-8.113204566666667	-9.572701166666667	-9.458756333333334	-9.643748666666667	-9.066993666666667	-9.357646666666666	-9.166414666666666	-7.988280233333334	-9.134892333333335	-9.518262666666667	-10.273317666666665	-9.688335666666667	-10.221869333333332	-8.379704566666666	-7.385186666666667	-7.977077666666666	-7.775163533333333	-9.473998333333334	-8.9969655	-9.214843666666667	-9.487287
osa-miR167b_Mature	-9.062866	-9.607247666666666	-9.534318	-9.513152	-9.770429333333333	-9.203149666666667	-7.5490469000000004	-8.5084265	-7.3304979999999995	-8.0330475	-8.107558899999999	-7.870039333333334	-6.9678791	-7.924409900000001	-9.008419000000002	-8.975487366666668	-8.330952666666667	-8.357652199999999	-8.840635333333333	-8.380210466666666	-7.442578833333333	-8.591146666666667	-9.047720666666669	-9.164153333333333	-9.516978666666665	-6.214043466666666	-8.550932533333333	-8.218220966666665	-9.437489999999999	-9.444233666666667	-9.472791666666668	-8.671861	-9.229961666666666	-8.961405166666667	-7.854664533333334	-8.988168333333334	-9.495274	-10.102573	-9.805544333333334	-9.494165333333333	-8.528555333333331	-8.055161166666666	-7.982612866666666	-8.624888	-9.349701999999999	-8.874961666666666	-8.926688166666667	-9.333449
osa-miR167c_Mature	-9.320673	-9.809554333333333	-9.738116666666667	-9.693138833333334	-9.870803666666665	-9.542375666666667	-8.678685999999999	-8.678915333333334	-7.449073766666667	-8.081867466666667	-8.319896333333332	-7.997056	-7.181714533333333	-8.004589466666667	-9.207549666666667	-9.163668666666668	-9.064579666666667	-8.174589	-8.754222	-8.361391233333334	-8.862424	-8.377264333333333	-9.218496333333333	-9.392428333333333	-9.731272	-6.593101766666666	-8.628525999999999	-8.238419666666667	-9.618627666666667	-9.668547666666667	-9.670187	-6.662208333333333	-9.419685333333334	-9.240307333333334	-7.932926566666667	-9.173634666666667	-9.685971333333333	-10.284113	-9.938467000000001	-10.278768	-8.333826	-8.069991	-7.862712466666667	-8.523281733333334	-9.487360666666667	-9.570442	-9.190234666666667	-8.734407833333332
osa-miR167d_Mature	-9.2910815	-9.977574333333333	-9.893026	-9.8537365	-10.151754333333331	-9.690268666666666	-8.848557999999999	-8.888605666666665	-7.6232926	-8.3333865	-8.512350333333336	-8.002522333333333	-7.413502566666668	-6.798850233333333	-9.336854666666667	-9.299102666666666	-9.203744333333333	-8.657004666666667	-9.086088666666667	-8.205005533333333	-8.634521666666666	-8.708716866666666	-9.401196	-8.934294333333334	-9.888597666666668	-6.679627733333334	-8.892262099999998	-8.546840333333334	-9.801791	-9.288988	-9.851272000000002	-9.254805666666668	-9.559253333333332	-9.356480333333332	-8.227611233333333	-8.7357385	-9.531602	-10.4435535	-10.116461666666666	-10.458981	-9.3151715	-8.387427333333333	-8.0263623	-8.403723999999999	-9.638202333333334	-9.6654015	-9.294719333333333	-9.511962666666667
osa-miR167e_Mature	-9.3131495	-9.820850333333333	-9.722325666666668	-8.972119333333334	-9.928656166666666	-9.484398999999998	-8.456156666666667	-8.571043333333334	-7.455277433333333	-8.1758118	-8.382106	-8.052893	-7.134428333333332	-8.004935	-9.051906333333333	-9.162714333333334	-9.065997333333334	-8.565004333333334	-9.0273015	-8.419799166666666	-8.943028133333334	-8.837078333333332	-9.0441668	-9.360937666666667	-9.710084	-5.755293433333333	-8.724667333333334	-8.418143333333333	-9.606807333333334	-9.579312666666667	-9.687769000000001	-7.933131666666668	-9.431454	-9.216185333333334	-8.0215891	-9.178444666666667	-9.714170666666666	-10.278357666666667	-9.963120666666667	-10.302450333333335	-6.6956748	-8.5034623	-8.213682866666666	-8.805226333333334	-9.540543	-7.951033566666666	-9.183978666666667	-8.607728233333333
osa-miR167f_Mature	-9.1686465	-9.652018	-9.478788666666667	-9.558358666666669	-9.818551666666666	-9.348935666666668	-8.461019	-8.525414	-7.321745133333334	-8.052395233333334	-8.1842763	-7.8784158333333325	-6.943481600000001	-7.886043000000001	-8.636543666666666	-9.034077333333334	-8.944226333333333	-8.408412566666668	-8.905745333333334	-8.419837133333333	-8.697485	-8.675716	-8.459649333333333	-9.233190500000001	-9.494400333333333	-6.4617653	-8.586649799999998	-8.264288333333333	-9.4748295	-9.522238333333332	-9.520283333333333	-8.977312833333334	-9.279484666666667	-9.083837666666668	-7.869056100000001	-9.034112333333333	-9.547053666666665	-10.171707333333332	-9.828665333333333	-10.126052333333334	-8.852550666666668	-8.267547666666667	-8.238673166666667	-8.634545666666668	-9.375837666666666	-9.334128333333332	-9.048299	-8.905467866666667
osa-miR167g_Mature	-9.071762	-9.599568	-9.536195999999999	-9.511913999999999	-9.767496333333334	-9.225141166666667	-8.151476333333333	-8.501161666666668	-7.3120205	-8.026725233333332	-7.765474966666667	-7.862938766666667	-6.966758433333333	-7.901492999999999	-9.0148285	-8.975605	-8.374867566666667	-8.354011666666667	-8.857859333333332	-8.374798166666666	-8.717951233333332	-8.596257333333334	-9.049441333333334	-9.167152666666667	-9.224507166666667	-6.414120966666666	-8.541978666666667	-8.215762466666666	-9.435688666666668	-9.461295333333332	-9.468655833333335	-8.321692333333333	-9.224998999999999	-8.982736166666667	-7.840909666666666	-8.983420666666667	-9.494651	-10.113797666666667	-9.803774333333335	-9.998398333333334	-8.189939500000001	-8.189870666666666	-8.0117102	-8.261778333333334	-9.344653666666666	-9.053679666666666	-8.282090666666667	-9.318630999999998
osa-miR167h_Mature	-9.308396	-9.811722333333334	-9.341884666666667	-9.693916333333332	-9.634648333333333	-9.482300833333333	-7.600022466666668	-8.335458566666667	-7.447342333333334	-8.175005866666666	-8.359844	-8.036051666666665	-7.117951233333334	-8.073903666666666	-9.057379	-9.156719666666666	-9.058483	-8.550334	-9.019173499999999	-8.576359000000002	-8.1844038	-8.823906333333333	-8.347757666666666	-9.347841999999998	-9.521996	-6.263674433333333	-8.625079666666666	-8.4083775	-9.595505333333334	-9.568119000000001	-9.662661166666668	-9.027626333333332	-9.257558999999999	-8.754282	-8.010151766666667	-8.919710333333333	-9.703058	-10.270627333333334	-9.951264	-10.218627666666666	-7.811313533333333	-8.405711533333333	-8.055234766666667	-8.577042333333333	-9.291901000000001	-9.299821333333334	-9.167154333333334	-9.505073166666667
osa-miR167i_Mature	-9.406329	-9.949741999999999	-9.868309666666667	-9.821545333333333	-10.111667666666667	-9.665289333333334	-8.823008333333334	-8.862575166666666	-7.251499433333334	-8.304025133333333	-7.3184439999999995	-8.150186133333333	-6.488045233333334	-8.185914333333335	-9.329159166666667	-9.269568666666666	-9.180492	-8.703974500000001	-9.194566666666667	-8.6774889	-9.005707766666667	-8.946317500000001	-9.238653333333334	-9.523276	-9.865715666666667	-6.715843066666667	-8.864388	-8.512586333333333	-9.771979666666665	-8.8665626	-9.807644333333334	-9.232557333333332	-9.534936666666667	-8.357972866666666	-7.86429	-9.297311333333333	-9.815502666666667	-10.4068665	-10.068957333333332	-10.420568	-8.785108666666668	-8.389386	-7.748956	-7.955347333333333	-9.604639	-9.660829	-9.280554333333333	-9.673249166666666
osa-miR167j_Mature	-9.285737999999998	-9.804268333333333	-9.244323333333332	-8.815555566666667	-9.988146	-9.441194833333334	-8.4393765	-8.6965985	-7.4450053333333335	-8.175404533333333	-8.416070166666666	-7.0268978666666655	-6.715437666666666	-7.185376099999999	-8.986836666666667	-9.145502	-7.738113000000001	-8.577163666666667	-9.030676666666666	-8.099366133333334	-8.948950333333334	-8.853845999999999	-8.965808166666667	-9.380741	-9.407694166666667	-6.615394233333333	-8.709611566666666	-8.413451	-9.605142	-9.587618	-9.696968	-9.09221	-9.413192	-9.202351666666667	-8.015564533333333	-9.16873	-9.591988833333334	-10.265667333333333	-9.965356333333332	-10.292084666666668	-8.8342555	-8.384555433333334	-8.080438333333333	-8.603381466666667	-9.539741166666667	-9.487713833333332	-9.224611	-9.492605
